external_id	pilot_batch	objective_code	concept_code	question_family_code	difficulty	cognitive_level	question_type	question_mode	question_style	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	feedback_display_version	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	common_mistake	remediation_text	memory_aid	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	source_reference_text	source_pages	source_status	review_status	reinforcement_question_ids	estimated_time_seconds
LTL2-C8-PB-Q001	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-CLARITY	LTL2-C8-B-CLARITY	hard	application	multiple_choice	both	cap_direct	Which revision is most consistent with the principle “Be Clear”?	CAP cadets learn aviation through orientation flights in Cessnas and gliders.	CAP exposes cadets to aviation.	CAP is associated with many aviation opportunities.	Aviation exposure occurs through CAP.	A	Clear language uses specific, concrete words and details.	1	Clear language uses specific, concrete words and details. The closest distractors describe related communication ideas but not the precise answer.	Correct. Clear language uses specific, concrete words and details.	Not quite. “CAP exposes cadets to aviation.” is plausible, but it does not match the exact concept. Clear language uses specific, concrete words and details.	Not quite. “CAP is associated with many aviation opportunities.” is plausible, but it does not match the exact concept. Clear language uses specific, concrete words and details.	Not quite. “Aviation exposure occurs through CAP.” is plausible, but it does not match the exact concept. Clear language uses specific, concrete words and details.	Choosing a related communication term that serves a different purpose.	Review clarity and compare it with the closest wrong choice. State the key difference in one sentence.	Specific beats vague.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q001	Simple instructional comparison showing clarity and a nearby but different concept.	Specific beats vague.	A simple diagram explaining clarity.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q002,LTL2-C8-PB-Q003	50
LTL2-C8-PB-Q002	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-FAMILIAR_WORDS	LTL2-C8-B-FAMILIAR_WORDS	medium	understanding	multiple_choice	both	cap_direct	Why should communicators usually choose familiar words?	To make every sentence shorter than ten words	To avoid all technical terms	To sound informal in every situation	To make the message easier to understand	D	Familiar words communicate meaning more directly.	1	Familiar words communicate meaning more directly. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “To make every sentence shorter than ten words” is plausible, but it does not match the exact concept. Familiar words communicate meaning more directly.	Not quite. “To avoid all technical terms” is plausible, but it does not match the exact concept. Familiar words communicate meaning more directly.	Not quite. “To sound informal in every situation” is plausible, but it does not match the exact concept. Familiar words communicate meaning more directly.	Correct. Familiar words communicate meaning more directly.	Choosing a related communication term that serves a different purpose.	Review familiar words and compare it with the closest wrong choice. State the key difference in one sentence.	Communicate, do not decorate.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q002	Simple instructional comparison showing familiar words and a nearby but different concept.	Communicate, do not decorate.	A simple diagram explaining familiar words.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q003,LTL2-C8-PB-Q004	40
LTL2-C8-PB-Q003	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-ELIMINATE_CLUTTER	LTL2-C8-B-ELIMINATE_CLUTTER	medium	understanding	multiple_choice	both	cap_direct	Eliminating clutter means	deleting all supporting examples	using only simple sentences	removing needless words and sentences	avoiding transitions	C	Clutter is unnecessary wording that weakens clarity.	1	Clutter is unnecessary wording that weakens clarity. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “deleting all supporting examples” is plausible, but it does not match the exact concept. Clutter is unnecessary wording that weakens clarity.	Not quite. “using only simple sentences” is plausible, but it does not match the exact concept. Clutter is unnecessary wording that weakens clarity.	Correct. Clutter is unnecessary wording that weakens clarity.	Not quite. “avoiding transitions” is plausible, but it does not match the exact concept. Clutter is unnecessary wording that weakens clarity.	Choosing a related communication term that serves a different purpose.	Review eliminate clutter and compare it with the closest wrong choice. State the key difference in one sentence.	Cut what adds no meaning.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q003	Simple instructional comparison showing eliminate clutter and a nearby but different concept.	Cut what adds no meaning.	A simple diagram explaining eliminate clutter.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q004,LTL2-C8-PB-Q005	40
LTL2-C8-PB-Q004	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-ACTIVE_VOICE	LTL2-C8-B-ACTIVE_VOICE	medium	recognition	multiple_choice	both	cap_direct	Which sentence uses active voice?	The flight was inspected by the cadet commander.	The cadet commander inspected the flight.	The inspection of the flight was completed.	The flight had been inspected.	B	In active voice, the subject directly performs the action.	1	In active voice, the subject directly performs the action. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “The flight was inspected by the cadet commander.” is plausible, but it does not match the exact concept. In active voice, the subject directly performs the action.	Correct. In active voice, the subject directly performs the action.	Not quite. “The inspection of the flight was completed.” is plausible, but it does not match the exact concept. In active voice, the subject directly performs the action.	Not quite. “The flight had been inspected.” is plausible, but it does not match the exact concept. In active voice, the subject directly performs the action.	Choosing a related communication term that serves a different purpose.	Review active voice and compare it with the closest wrong choice. State the key difference in one sentence.	Actor first, action strong.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q004	Simple instructional comparison showing active voice and a nearby but different concept.	Actor first, action strong.	A simple diagram explaining active voice.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q005,LTL2-C8-PB-Q006	40
LTL2-C8-PB-Q005	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-POSITIVE_FORM	LTL2-C8-B-POSITIVE_FORM	medium	recognition	multiple_choice	both	cap_direct	Which sentence is written in positive form?	Cadets must remember their canteens.	Cadets are not to forget their canteens.	Canteens should not be left behind by cadets.	Forgetting canteens is not permitted.	A	Positive form tells people what to do.	1	Positive form tells people what to do. The closest distractors describe related communication ideas but not the precise answer.	Correct. Positive form tells people what to do.	Not quite. “Cadets are not to forget their canteens.” is plausible, but it does not match the exact concept. Positive form tells people what to do.	Not quite. “Canteens should not be left behind by cadets.” is plausible, but it does not match the exact concept. Positive form tells people what to do.	Not quite. “Forgetting canteens is not permitted.” is plausible, but it does not match the exact concept. Positive form tells people what to do.	Choosing a related communication term that serves a different purpose.	Review positive form and compare it with the closest wrong choice. State the key difference in one sentence.	Say the desired action.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pb_q005	Simple instructional comparison showing positive form and a nearby but different concept.	Say the desired action.	A simple diagram explaining positive form.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q006,LTL2-C8-PB-Q007	40
LTL2-C8-PB-Q006	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-PARALLEL_STRUCTURE	LTL2-C8-B-PARALLEL_STRUCTURE	hard	recognition	multiple_choice	both	cap_direct	Which sentence uses parallel structure?	Cadets practiced marching, how to salute, and inspections.	Cadets practiced to march, saluting, and inspection.	Cadets practiced marching, to salute, and inspections.	Cadets practiced marching, saluting, and inspecting.	D	Parallel structure uses the same grammatical form in a series.	1	Parallel structure uses the same grammatical form in a series. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Cadets practiced marching, how to salute, and inspections.” is plausible, but it does not match the exact concept. Parallel structure uses the same grammatical form in a series.	Not quite. “Cadets practiced to march, saluting, and inspection.” is plausible, but it does not match the exact concept. Parallel structure uses the same grammatical form in a series.	Not quite. “Cadets practiced marching, to salute, and inspections.” is plausible, but it does not match the exact concept. Parallel structure uses the same grammatical form in a series.	Correct. Parallel structure uses the same grammatical form in a series.	Choosing a related communication term that serves a different purpose.	Review parallel structure and compare it with the closest wrong choice. State the key difference in one sentence.	Same job, same form.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q006	Simple instructional comparison showing parallel structure and a nearby but different concept.	Same job, same form.	A simple diagram explaining parallel structure.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q007,LTL2-C8-PB-Q008	50
LTL2-C8-PB-Q007	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-COMMUNICATION_PRINCIPLES	LTL2-C8-B-COMMUNICATION_PRINCIPLES	hard	analysis	multiple_choice	both	cap_direct	A sentence is vague, wordy, and passive. Which principles should be applied?	Audience, thesis, and signposts	Brainstorming, objections, and references	Clarity, eliminating clutter, and active voice	Purpose, reward, and persuasion	C	Clear, concise, active writing addresses all three problems.	1	Clear, concise, active writing addresses all three problems. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Audience, thesis, and signposts” is plausible, but it does not match the exact concept. Clear, concise, active writing addresses all three problems.	Not quite. “Brainstorming, objections, and references” is plausible, but it does not match the exact concept. Clear, concise, active writing addresses all three problems.	Correct. Clear, concise, active writing addresses all three problems.	Not quite. “Purpose, reward, and persuasion” is plausible, but it does not match the exact concept. Clear, concise, active writing addresses all three problems.	Choosing a related communication term that serves a different purpose.	Review communication principles and compare it with the closest wrong choice. State the key difference in one sentence.	Clear, lean, active.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q007	Simple instructional comparison showing communication principles and a nearby but different concept.	Clear, lean, active.	A simple diagram explaining communication principles.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q008,LTL2-C8-PB-Q001	50
LTL2-C8-PB-Q008	Chapter 8 B: Communication Principles	LTL2-C8-OBJ-5	LTL2-C8-JARGON	LTL2-C8-B-JARGON	hard	application	multiple_choice	both	cap_direct	When is specialized jargon most appropriate?	Whenever the writer wants to sound expert	When the audience understands it or it is clearly defined	Only in a conclusion	Whenever familiar words are available	B	Jargon is useful only when shared or defined precisely.	1	Jargon is useful only when shared or defined precisely. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “Whenever the writer wants to sound expert” is plausible, but it does not match the exact concept. Jargon is useful only when shared or defined precisely.	Correct. Jargon is useful only when shared or defined precisely.	Not quite. “Only in a conclusion” is plausible, but it does not match the exact concept. Jargon is useful only when shared or defined precisely.	Not quite. “Whenever familiar words are available” is plausible, but it does not match the exact concept. Jargon is useful only when shared or defined precisely.	Choosing a related communication term that serves a different purpose.	Review jargon and compare it with the closest wrong choice. State the key difference in one sentence.	Jargon needs shared meaning.	high	comparison_diagram	optional_after_answer	ltl2_c8_pb_q008	Simple instructional comparison showing jargon and a nearby but different concept.	Jargon needs shared meaning.	A simple diagram explaining jargon.	Learn to Lead Volume 2, Chapter 8, objectives 5	156-157	approved_source	draft	LTL2-C8-PB-Q001,LTL2-C8-PB-Q002	50
LTL2-C8-PC-Q001	Chapter 8 C: Essay Structure & Argument	LTL2-C8-OBJ-6-14	LTL2-C8-GOAL_OF_WRITING	LTL2-C8-C-GOAL_OF_WRITING	easy	recall	multiple_choice	both	cap_direct	The main goal of written communication is to	display vocabulary	share meaning	avoid disagreement	produce the longest explanation	B	The main goal is to share meaning clearly.	1	The main goal is to share meaning clearly. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “display vocabulary” is plausible, but it does not match the exact concept. The main goal is to share meaning clearly.	Correct. The main goal is to share meaning clearly.	Not quite. “avoid disagreement” is plausible, but it does not match the exact concept. The main goal is to share meaning clearly.	Not quite. “produce the longest explanation” is plausible, but it does not match the exact concept. The main goal is to share meaning clearly.	Choosing a related communication term that serves a different purpose.	Review goal of writing and compare it with the closest wrong choice. State the key difference in one sentence.	Writing shares meaning.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pc_q001	Simple instructional comparison showing goal of writing and a nearby but different concept.	Writing shares meaning.	A simple diagram explaining goal of writing.	Learn to Lead Volume 2, Chapter 8, objectives 6-14	158-167	approved_source	draft	LTL2-C8-PC-Q002,LTL2-C8-PC-Q003	40
LTL2-C8-PC-Q002	Chapter 8 C: Essay Structure & Argument	LTL2-C8-OBJ-6-14	LTL2-C8-SUPPORTING_CLAIMS	LTL2-C8-C-SUPPORTING_CLAIMS	medium	understanding	multiple_choice	both	cap_direct	A strong essay supports claims with	data and examples	confidence alone	long quotations only	the writer’s rank	A	Claims become persuasive when supported by evidence.	1	Claims become persuasive when supported by evidence. The closest distractors describe related communication ideas but not the precise answer.	Correct. Claims become persuasive when supported by evidence.	Not quite. “confidence alone” is plausible, but it does not match the exact concept. Claims become persuasive when supported by evidence.	Not quite. “long quotations only” is plausible, but it does not match the exact concept. Claims become persuasive when supported by evidence.	Not quite. “the writer’s rank” is plausible, but it does not match the exact concept. Claims become persuasive when supported by evidence.	Choosing a related communication term that serves a different purpose.	Review supporting claims and compare it with the closest wrong choice. State the key difference in one sentence.	Claim + support.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pc_q002	Simple instructional comparison showing supporting claims and a nearby but different concept.	Claim + support.	A simple diagram explaining supporting claims.	Learn to Lead Volume 2, Chapter 8, objectives 6-14	158-167	approved_source	draft	LTL2-C8-PC-Q003,LTL2-C8-PC-Q004	40
LTL2-C8-PC-Q003	Chapter 8 C: Essay Structure & Argument	LTL2-C8-OBJ-6-14	LTL2-C8-BRAINSTORMING	LTL2-C8-C-BRAINSTORMING	medium	understanding	multiple_choice	both	cap_direct	Brainstorming is used primarily to	correct grammar after drafting	select résumé references	memorize a speech	gather ideas before drafting	D	Brainstorming generates ideas and fights writer’s block.	1	Brainstorming generates ideas and fights writer’s block. The closest distractors describe related communication ideas but not the precise answer.	Not quite. “correct grammar after drafting” is plausible, but it does not match the exact concept. Brainstorming generates ideas and fights writer’s block.	Not quite. “select résumé references” is plausible, but it does not match the exact concept. Brainstorming generates ideas and fights writer’s block.	Not quite. “memorize a speech” is plausible, but it does not match the exact concept. Brainstorming generates ideas and fights writer’s block.	Correct. Brainstorming generates ideas and fights writer’s block.	Choosing a related communication term that serves a different purpose.	Review brainstorming and compare it with the closest wrong choice. State the key difference in one sentence.	Ideas first; judge later.	medium	comparison_diagram	optional_after_answer	ltl2_c8_pc_q003	Simple instructional comparison showing brainstorming and a nearby but different concept.	Ideas first; judge later.	A simple diagram explaining brainstorming.	Learn to Lead Volume 2, Chapter 8, objectives 6-14	158-167	approved_source	draft	LTL2-C8-PC-Q004,LTL2-C8-PC-Q005	40
