external_id	pilot_batch	objective_code	concept_code	question_family_code	difficulty	cognitive_level	question_type	question_mode	question_style	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	feedback_display_version	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	common_mistake	remediation_text	memory_aid	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	source_reference_text	source_pages	source_status	review_status	reinforcement_question_ids	estimated_time_seconds
LTL2-C6-PB-Q011	Chapter 6 B	C6-O06	LTL2-C6-CHARISMA_DEFINITION	LTL2-C6-F011	easy	recall	multiple_choice	study_and_test	cap_direct	Charisma is best defined as	formal authority attached to rank	a special aspect of personality with a strong emotional effect	technical knowledge gained through study	the ability to punish followers	B	Charisma is a magnetic personal quality that affects followers emotionally.	1	It can make a leader seem unique, likable, or larger than life, but it is not rank, expertise, or punishment.	Formal authority is legitimate power.	This matches the chapter’s definition of charisma.	Technical knowledge produces expert power.	The ability to punish is coercive power.	Confusing charisma with power from position.	Ask whether the influence comes from personality rather than title.	Charisma = magnetic personality.	medium	magnet_people	optional_after_answer	ltl2_c6_charisma_definition_011	A magnet labeled Charisma attracting people emotionally.	Charisma = magnetic personality.	A magnet labeled Charisma attracting people emotionally.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	80	approved_source	draft	LTL2-C6-PB-Q012|LTL2-C6-PB-Q013|LTL2-C6-PB-Q014	35
LTL2-C6-PB-Q012	Chapter 6 B	C6-O07	LTL2-C6-CHARISMA_BENEFIT	LTL2-C6-F012	medium	understanding	multiple_choice	study_and_test	cap_direct	Why can charisma help a leader succeed?	It guarantees ethical judgment.	It can attract followers and inspire extra effort.	It replaces competence and standards.	It makes criticism unnecessary.	B	Charisma can attract support and inspire effort.	1	It may help leaders recruit followers, communicate hope, and create emotional commitment.	Charismatic leaders can still make unethical decisions.	Followers may be drawn to the leader and work harder for the cause.	Charisma cannot replace skill or sound leadership.	Strong charisma can actually reduce honest criticism.	Treating charisma as proof of character or competence.	Separate the ability to attract followers from the ability to lead well.	Charisma opens ears; leadership must earn trust.	medium	crowd_energy	optional_after_answer	ltl2_c6_charisma_benefit_012	A leader energizing a crowd, with a caution sign beside it.	Charisma opens ears; leadership must earn trust.	A leader energizing a crowd, with a caution sign beside it.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	80	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q013|LTL2-C6-PB-Q014	45
LTL2-C6-PB-Q013	Chapter 6 B	C6-O08	LTL2-C6-CHARISMA_RISK	LTL2-C6-F013	hard	analysis	multiple_choice	study_and_test	cap_direct	What is a major danger of relying too heavily on charisma?	Followers may flatter the leader and hide problems.	The leader will automatically lose all followers.	The organization will become too focused on written rules.	The leader will have no emotional influence.	A	Charisma can silence honest feedback and hide problems.	1	When followers become loyal to the personality instead of the mission and values, both leader and organization are at risk.	Strong loyalty can discourage truthful feedback and make the leader inflexible.	Charisma usually attracts rather than automatically loses followers.	The danger described is not excessive reliance on written rules.	Charisma is defined partly by emotional influence.	Assuming popularity makes leadership safer.	Ask what happens when no one wants to tell a likable leader bad news.	Magnetism needs a compass.	high	magnet_compass	optional_after_answer	ltl2_c6_charisma_risk_013	A strong magnet pulling followers while a compass points to mission and values.	Magnetism needs a compass.	A strong magnet pulling followers while a compass points to mission and values.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	80–81	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q014	55
LTL2-C6-PB-Q014	Chapter 6 B	C6-O08	LTL2-C6-CHARISMA_RESULT	LTL2-C6-F014	hard	misconception	multiple_choice	study_and_test	cap_direct	Which statement best matches the chapter’s conclusion about charisma?	Charisma is required before anyone can lead.	Charisma is usually the result of effective leadership, not its cause.	People can imitate another leader’s charisma without losing authenticity.	Organizations succeed only under magnetic personalities.	B	Effective leadership may produce charisma in followers’ eyes.	1	Cadets should develop competence, character, and service rather than chase a personality effect they cannot reliably manufacture.	The chapter says charisma is not necessary for success.	This is the chapter’s stated conclusion.	Trying to manufacture charisma may make a person less authentic.	Competent organizations can succeed without charismatic leadership.	Believing charisma is the starting ingredient of leadership.	Focus on what a cadet can deliberately develop.	Lead well first; charisma may follow.	high	cause_effect	optional_after_answer	ltl2_c6_charisma_result_014	An arrow from effective leadership to perceived charisma, not the reverse.	Lead well first; charisma may follow.	An arrow from effective leadership to perceived charisma, not the reverse.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	80–81	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q013	55
LTL2-C6-PB-Q015	Chapter 6 B	C6-O09	LTL2-C6-JOHARI_FOUR_ARENAS	LTL2-C6-F015	medium	recall	multiple_choice	study_and_test	cap_direct	The Johari window organizes information about a person according to whether it is known or unknown to	leaders and followers	the self and other people	friends and family	officers and NCOs	B	The Johari window compares knowledge held by self and by others.	1	Its four arenas are open, blind, hidden, and unknown, based on what the person and others know.	Those roles are not the two dimensions of the model.	The model compares what is known to self and known to others.	Friends and family may provide feedback, but they are not the axes.	Rank categories are unrelated to the model.	Remembering the four boxes without understanding the two axes.	Draw a 2×2 grid: self knows/doesn’t know and others know/don’t know.	Self × Others = four windows.	high	four_quadrant	optional_after_answer	ltl2_c6_johari_four_arenas_015	A 2×2 Johari grid labeled Open, Blind, Hidden, Unknown.	Self × Others = four windows.	A 2×2 Johari grid labeled Open, Blind, Hidden, Unknown.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	81–83	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q013	45
LTL2-C6-PB-Q016	Chapter 6 B	C6-O09	LTL2-C6-JOHARI_BLIND	LTL2-C6-F016	medium	application	multiple_choice	study_and_test	scenario	A cadet believes she gives clear instructions, but teammates consistently find her directions confusing. She does not realize this. In the Johari window, the problem is mainly in the	open arena	blind arena	hidden arena	unknown arena	B	A blind-area trait is seen by others but not by the person.	1	Constructive feedback can reduce the blind arena and improve self-awareness.	Open information is known to both self and others.	The weakness is known to others but unknown to the cadet.	Hidden information is known to self but not others.	Unknown information is known to neither.	Choosing hidden because the problem is not openly discussed.	Ask: Who knows the information right now?	Others see it; you do not = blind.	medium	spotlight_back	optional_after_answer	ltl2_c6_johari_blind_016	A person facing forward while teammates see a label on the person’s back.	Others see it; you do not = blind.	A person facing forward while teammates see a label on the person’s back.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	81–82	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q013	50
LTL2-C6-PB-Q017	Chapter 6 B	C6-O10	LTL2-C6-FEEDBACK_JOHARI	LTL2-C6-F017	hard	application	multiple_choice	study_and_test	scenario	A cadet asks teammates for specific feedback and listens without becoming defensive. What is the main Johari-window effect?	The blind arena becomes smaller.	The hidden arena becomes larger.	The unknown arena disappears completely.	The open arena becomes smaller.	A	Feedback reduces blind spots and expands shared understanding.	1	Leaders improve when they invite honest observations and treat feedback as useful information rather than a personal attack.	Feedback reveals information others see but the person did not.	Self-disclosure, not feedback, normally reduces the hidden arena.	No method eliminates all unknown information.	Useful feedback generally expands the open arena.	Thinking feedback is mainly about revealing private information.	Feedback travels from others to self.	Feedback opens the blind window.	high	window_opening	optional_after_answer	ltl2_c6_feedback_johari_017	An arrow labeled Feedback moving from Blind to Open.	Feedback opens the blind window.	An arrow labeled Feedback moving from Blind to Open.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	82	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q013	50
LTL2-C6-PB-Q018	Chapter 6 B	C6-O10	LTL2-C6-SELF_DISCLOSURE_JOHARI	LTL2-C6-F018	hard	application	multiple_choice	study_and_test	scenario	A normally private cadet explains to the team that a family emergency is affecting his concentration. In Johari terms, this appropriate self-disclosure primarily	reduces the blind arena	reduces the hidden arena	expands the unknown arena	eliminates the need for feedback	B	Appropriate self-disclosure reduces the hidden arena.	1	Sharing relevant information can build trust and help teammates interpret behavior accurately, though leaders should still use judgment and boundaries.	The information was already known to the cadet.	Sharing information known to self but not others reduces the hidden arena.	Disclosure does not create more unknown information.	Feedback and disclosure serve different purposes.	Assuming all privacy is unhealthy or all disclosure is wise.	Ask where the information was before it was shared.	Hidden becomes open through sharing.	high	curtain_open	optional_after_answer	ltl2_c6_self_disclosure_johari_018	A curtain opening from Hidden to Open with a trust symbol.	Hidden becomes open through sharing.	A curtain opening from Hidden to Open with a trust symbol.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	82–83	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q013	50
LTL2-C6-PB-Q019	Chapter 6 B	C6-O09-10	LTL2-C6-JOHARI_TEAM_EFFECT	LTL2-C6-F019	medium	analysis	multiple_choice	study_and_test	cap_direct	Why do feedback and appropriate self-disclosure generally strengthen a team?	They make every personality identical.	They increase the open arena and mutual understanding.	They remove the need for standards.	They ensure nobody will disagree.	B	Teams improve when more useful information is openly shared.	1	The Johari window helps explain how trust, feedback, and self-awareness reduce misunderstanding.	The goal is understanding differences, not erasing them.	More shared, accurate information improves trust and teamwork.	Standards remain necessary.	Healthy teams can still disagree.	Equating team unity with total sameness or agreement.	Look for the answer about accurate shared knowledge.	More open, less guessing.	medium	team_window	optional_after_answer	ltl2_c6_johari_team_effect_019	A team looking through one clear shared window instead of separate foggy windows.	More open, less guessing.	A team looking through one clear shared window instead of separate foggy windows.	Learn to Lead Volume 2, Chapter 6 — Charisma & Johari Window	81–83	approved_source	draft	LTL2-C6-PB-Q011|LTL2-C6-PB-Q012|LTL2-C6-PB-Q013	45
LTL2-C6-PC-Q020	Chapter 6 C	C6-O11	LTL2-C6-MBTI_PURPOSE	LTL2-C6-F020	easy	understanding	multiple_choice	study_and_test	cap_direct	The Myers-Briggs Type Indicator is intended primarily to	judge whether a personality is good or bad	describe personality preferences	measure intelligence	predict moral character	B	MBTI describes preferences; it does not rank people.	1	It offers a vocabulary for discussing personality and working with different approaches.	The chapter says there is no correct place on a preference scale.	MBTI describes preferred ways of gaining energy, gathering information, deciding, and living.	It is not an intelligence test.	It does not measure integrity or character.	Treating personality type as a score of worth or ability.	Remember: describe, not judge.	Type is a map, not a grade.	medium	preference_scales	optional_after_answer	ltl2_c6_mbti_purpose_020	Four balanced scales with no side marked better.	Type is a map, not a grade.	Four balanced scales with no side marked better.	Learn to Lead Volume 2, Chapter 6 — Myers-Briggs Type Indicator	83–87	approved_source	draft	LTL2-C6-PC-Q021|LTL2-C6-PC-Q022|LTL2-C6-PC-Q023	40
LTL2-C6-PC-Q021	Chapter 6 C	C6-O11-12	LTL2-C6-MBTI_FOUR_DIMENSIONS	LTL2-C6-F021	medium	recall	multiple_choice	study_and_test	cap_direct	Which list contains the four MBTI dimensions?	Extroversion–Introversion; Sensing–Intuition; Thinking–Feeling; Judging–Perceiving	Nature–Nurture; Open–Blind; Hidden–Unknown; Thinking–Feeling	Physiological–Safety; Belonging–Esteem; Thinking–Feeling; Judging–Perceiving	Expert–Referent; Reward–Coercive; Thinking–Feeling; Judging–Perceiving	A	MBTI uses E–I, S–N, T–F, and J–P.	1	Each pair addresses a different preference: energy, information, decisions, and lifestyle.	These are the four MBTI preference pairs.	This mixes nature/nurture and Johari concepts with one MBTI pair.	This mixes Maslow with MBTI.	This mixes power types with MBTI.	Mixing nearby Chapter 6 models together.	Memorize the four questions: energy, information, decisions, organization.	E-S-T-J pairs: EI, SN, TF, JP.	high	four_scales	optional_after_answer	ltl2_c6_mbti_four_dimensions_021	Four labeled scales: Energy, Information, Decisions, Lifestyle.	E-S-T-J pairs: EI, SN, TF, JP.	Four labeled scales: Energy, Information, Decisions, Lifestyle.	Learn to Lead Volume 2, Chapter 6 — Myers-Briggs Type Indicator	84–87	approved_source	draft	LTL2-C6-PC-Q020|LTL2-C6-PC-Q022|LTL2-C6-PC-Q023	50
LTL2-C6-PC-Q022	Chapter 6 C	C6-O12	LTL2-C6-EXTROVERSION_INTROVERSION	LTL2-C6-F022	medium	application	multiple_choice	study_and_test	scenario	After a full day of group activities, Cadet Lee wants quiet time alone to recharge and think before speaking. This most closely reflects	extroversion	introversion	sensing	judging	B	Introverts tend to recharge alone and think before acting.	1	Introversion does not mean disliking people; it describes where energy is directed and restored.	Extroverts generally gain energy from interaction.	Introverts tend to recharge alone and think before acting or speaking.	Sensing concerns how information is gathered.	Judging concerns preference for structure and closure.	Confusing quietness with weakness or dislike of others.	Ask where the person gets energy.	I = inward recharge.	medium	battery_people	optional_after_answer	ltl2_c6_extroversion_introversion_022	A battery charging in quiet for I and in a group for E.	I = inward recharge.	A battery charging in quiet for I and in a group for E.	Learn to Lead Volume 2, Chapter 6 — Myers-Briggs Type Indicator	84	approved_source	draft	LTL2-C6-PC-Q020|LTL2-C6-PC-Q021|LTL2-C6-PC-Q023	45
LTL2-C6-PC-Q023	Chapter 6 C	C6-O12	LTL2-C6-EXTROVERSION_INTROVERSION_MISCONCEPTION	LTL2-C6-F023	hard	misconception	multiple_choice	study_and_test	cap_direct	Which statement about introverts best matches the chapter?	They generally dislike people.	They cannot become effective public leaders.	They may enjoy people but need solitude to recharge.	They always avoid group projects.	C	Introversion is about energy, not dislike of people.	1	An introvert may work well with others and lead effectively while still needing time alone to recharge.	The chapter identifies this as a common misconception.	Personality preference does not prevent leadership.	This captures the distinction between social ability and energy source.	Preferences are tendencies, not absolute rules.	Turning a preference into an absolute limitation.	Replace “introvert” with “recharges inwardly.”	Quiet battery, not closed door.	high	myth_fact	optional_after_answer	ltl2_c6_extroversion_introversion_misconception_023	A myth card 'dislikes people' crossed out beside 'recharges alone.'	Quiet battery, not closed door.	A myth card 'dislikes people' crossed out beside 'recharges alone.'	Learn to Lead Volume 2, Chapter 6 — Myers-Briggs Type Indicator	84	approved_source	draft	LTL2-C6-PC-Q020|LTL2-C6-PC-Q021|LTL2-C6-PC-Q022	50
LTL2-C6-PC-Q024	Chapter 6 C	C6-O12	LTL2-C6-SENSING_INTUITION	LTL2-C6-F024	medium	application	multiple_choice	study_and_test	scenario	A cadet prefers concrete facts, step-by-step instructions, and proven procedures. Which MBTI preference is most evident?	Sensing	Intuition	Feeling	Perceiving	A	Sensing emphasizes concrete facts and practical details.	1	The S–N dimension describes how people prefer to gather and interpret information.	Sensing favors concrete facts and practical details.	Intuition favors patterns, possibilities, and the big picture.	Feeling concerns decision criteria.	Perceiving concerns flexibility and openness.	Confusing practical detail with Judging.	Ask: Is the issue information or organization?	S = specifics.	medium	magnifying_details	optional_after_answer	ltl2_c6_sensing_intuition_024	A magnifying glass over concrete details versus a pattern cloud.	S = specifics.	A magnifying glass over concrete details versus a pattern cloud.	Learn to Lead Volume 2, Chapter 6 — Myers-Briggs Type Indicator	85	approved_source	draft	LTL2-C6-PC-Q020|LTL2-C6-PC-Q021|LTL2-C6-PC-Q022	45
LTL2-C6-PC-Q025	Chapter 6 C	C6-O12	LTL2-C6-INTUITION	LTL2-C6-F025	medium	application	multiple_choice	study_and_test	scenario	During planning, one cadet quickly notices patterns and proposes several future possibilities, even before all details are settled. This most closely reflects	Sensing	Intuition	Thinking	Judging	B	Intuition focuses on patterns, meanings, and possibilities.	1	Intuitive learners often begin with the big picture and imagine what could be.	Sensing is more focused on present facts and specifics.	Intuition emphasizes patterns, connections, and possibilities.	Thinking concerns how choices are evaluated.	Judging favors closure and structure.	Equating intuition with an unsupported guess.	Look for patterns and future possibilities.	N = new possibilities.	medium	pattern_constellation	optional_after_answer	ltl2_c6_intuition_025	Separate dots forming a larger pattern and future path.	N = new possibilities.	Separate dots forming a larger pattern and future path.	Learn to Lead Volume 2, Chapter 6 — Myers-Briggs Type Indicator	85	approved_source	draft	LTL2-C6-PC-Q020|LTL2-C6-PC-Q021|LTL2-C6-PC-Q022	45
