external_id	pilot_batch	objective_code	concept_code	question_family_code	difficulty	cognitive_level	question_type	question_mode	question_style	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	feedback_display_version	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	common_mistake	remediation_text	memory_aid	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	source_reference_text	source_pages	source_status	review_status	reinforcement_question_ids	estimated_time_seconds
LTL2-C7-PB-Q001	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-MANAGING_EMOTIONS	LTL2-C7-B-MANAGING_EMOTIONS	hard	understanding	multiple_choice	both	cap_direct	Managing emotions means	denying every unpleasant feeling	regulating emotions so they support effective behavior	letting moods determine decisions	replacing empathy with logic	B	Managing emotions means regulating moods constructively rather than denying or being controlled by them.	1	Managing emotions means regulating moods constructively rather than denying or being controlled by them. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “denying every unpleasant feeling” is plausible, but it does not match the exact concept tested here. Managing emotions means regulating moods constructively rather than denying or being controlled by them.	Correct. Managing emotions means regulating moods constructively rather than denying or being controlled by them.	Not quite. “letting moods determine decisions” is plausible, but it does not match the exact concept tested here. Managing emotions means regulating moods constructively rather than denying or being controlled by them.	Not quite. “replacing empathy with logic” is plausible, but it does not match the exact concept tested here. Managing emotions means regulating moods constructively rather than denying or being controlled by them.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of managing emotions, then compare it with the closest distractor and state the one key difference.	Manage, do not merely suppress.	high	concept_diagram	optional_after_answer	ltl2_c7_pb_q001	Simple instructional diagram contrasting managing emotions with a nearby but different leadership concept.	Manage, do not merely suppress.	A simple diagram illustrating managing emotions and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q002,LTL2-C7-PB-Q003	50
LTL2-C7-PB-Q002	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-AUTOMATIC_THOUGHTS	LTL2-C7-B-AUTOMATIC_THOUGHTS	medium	understanding	multiple_choice	both	cap_direct	Automatic thoughts are	carefully planned arguments	thoughts that arise quickly without deliberate reasoning	shared visions created by a team	formal theories-in-use	B	Automatic thoughts arise rapidly and can influence emotion before deliberate analysis occurs.	1	Automatic thoughts arise rapidly and can influence emotion before deliberate analysis occurs. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “carefully planned arguments” is plausible, but it does not match the exact concept tested here. Automatic thoughts arise rapidly and can influence emotion before deliberate analysis occurs.	Correct. Automatic thoughts arise rapidly and can influence emotion before deliberate analysis occurs.	Not quite. “shared visions created by a team” is plausible, but it does not match the exact concept tested here. Automatic thoughts arise rapidly and can influence emotion before deliberate analysis occurs.	Not quite. “formal theories-in-use” is plausible, but it does not match the exact concept tested here. Automatic thoughts arise rapidly and can influence emotion before deliberate analysis occurs.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of automatic thoughts, then compare it with the closest distractor and state the one key difference.	Automatic = fast and uninvited.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q002	Simple instructional diagram contrasting automatic thoughts with a nearby but different leadership concept.	Automatic = fast and uninvited.	A simple diagram illustrating automatic thoughts and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q003,LTL2-C7-PB-Q004	40
LTL2-C7-PB-Q003	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-CONSTRUCTIVE_INNER_DIALOGUE	LTL2-C7-B-CONSTRUCTIVE_INNER_DIALOGUE	medium	understanding	multiple_choice	both	cap_direct	Constructive inner dialogue is best illustrated by	I always fail, so there is no point trying	This is difficult, but I can prepare and improve	My followers caused every problem	I should ignore all feedback	B	Constructive inner dialogue replaces harmful automatic thoughts with realistic and useful self-talk.	1	Constructive inner dialogue replaces harmful automatic thoughts with realistic and useful self-talk. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “I always fail, so there is no point trying” is plausible, but it does not match the exact concept tested here. Constructive inner dialogue replaces harmful automatic thoughts with realistic and useful self-talk.	Correct. Constructive inner dialogue replaces harmful automatic thoughts with realistic and useful self-talk.	Not quite. “My followers caused every problem” is plausible, but it does not match the exact concept tested here. Constructive inner dialogue replaces harmful automatic thoughts with realistic and useful self-talk.	Not quite. “I should ignore all feedback” is plausible, but it does not match the exact concept tested here. Constructive inner dialogue replaces harmful automatic thoughts with realistic and useful self-talk.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of constructive inner dialogue, then compare it with the closest distractor and state the one key difference.	Talk to yourself like a good coach.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q003	Simple instructional diagram contrasting constructive inner dialogue with a nearby but different leadership concept.	Talk to yourself like a good coach.	A simple diagram illustrating constructive inner dialogue and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q004,LTL2-C7-PB-Q005	40
LTL2-C7-PB-Q004	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-SELF_MOTIVATION	LTL2-C7-B-SELF_MOTIVATION	medium	understanding	multiple_choice	both	cap_direct	Self-motivation is the ability to	remain positive and persist toward goals	gain compliance through punishment	avoid all setbacks	depend on external rewards	A	Self-motivation supports optimism, persistence, and effort even when challenges arise.	1	Self-motivation supports optimism, persistence, and effort even when challenges arise. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Self-motivation supports optimism, persistence, and effort even when challenges arise.	Not quite. “gain compliance through punishment” is plausible, but it does not match the exact concept tested here. Self-motivation supports optimism, persistence, and effort even when challenges arise.	Not quite. “avoid all setbacks” is plausible, but it does not match the exact concept tested here. Self-motivation supports optimism, persistence, and effort even when challenges arise.	Not quite. “depend on external rewards” is plausible, but it does not match the exact concept tested here. Self-motivation supports optimism, persistence, and effort even when challenges arise.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of self-motivation, then compare it with the closest distractor and state the one key difference.	Motivation keeps you moving.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q004	Simple instructional diagram contrasting self-motivation with a nearby but different leadership concept.	Motivation keeps you moving.	A simple diagram illustrating self-motivation and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q005,LTL2-C7-PB-Q006	40
LTL2-C7-PB-Q005	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-MOTIVATIONAL_STATEMENT	LTL2-C7-B-MOTIVATIONAL_STATEMENT	hard	understanding	multiple_choice	both	cap_direct	Which is the strongest motivational self-statement?	I must be perfect or I am a failure	I have prepared, and I can handle this challenge one step at a time	Everyone must approve of me	The task will be easy because I want it to be	B	A useful motivational statement is positive, realistic, and focused on controllable effort.	1	A useful motivational statement is positive, realistic, and focused on controllable effort. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “I must be perfect or I am a failure” is plausible, but it does not match the exact concept tested here. A useful motivational statement is positive, realistic, and focused on controllable effort.	Correct. A useful motivational statement is positive, realistic, and focused on controllable effort.	Not quite. “Everyone must approve of me” is plausible, but it does not match the exact concept tested here. A useful motivational statement is positive, realistic, and focused on controllable effort.	Not quite. “The task will be easy because I want it to be” is plausible, but it does not match the exact concept tested here. A useful motivational statement is positive, realistic, and focused on controllable effort.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of motivational statement, then compare it with the closest distractor and state the one key difference.	Positive, realistic, actionable.	high	concept_diagram	optional_after_answer	ltl2_c7_pb_q005	Simple instructional diagram contrasting motivational statement with a nearby but different leadership concept.	Positive, realistic, actionable.	A simple diagram illustrating motivational statement and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q006,LTL2-C7-PB-Q007	50
LTL2-C7-PB-Q006	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-MENTAL_IMAGERY	LTL2-C7-B-MENTAL_IMAGERY	medium	understanding	multiple_choice	both	cap_direct	Mental imagery helps performance by	replacing practice completely	rehearsing successful action in the mind	suppressing all emotion	guaranteeing the desired result	B	Mental imagery is a mental rehearsal that can prepare thoughts, emotions, and actions for performance.	1	Mental imagery is a mental rehearsal that can prepare thoughts, emotions, and actions for performance. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “replacing practice completely” is plausible, but it does not match the exact concept tested here. Mental imagery is a mental rehearsal that can prepare thoughts, emotions, and actions for performance.	Correct. Mental imagery is a mental rehearsal that can prepare thoughts, emotions, and actions for performance.	Not quite. “suppressing all emotion” is plausible, but it does not match the exact concept tested here. Mental imagery is a mental rehearsal that can prepare thoughts, emotions, and actions for performance.	Not quite. “guaranteeing the desired result” is plausible, but it does not match the exact concept tested here. Mental imagery is a mental rehearsal that can prepare thoughts, emotions, and actions for performance.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of mental imagery, then compare it with the closest distractor and state the one key difference.	See it before you do it.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q006	Simple instructional diagram contrasting mental imagery with a nearby but different leadership concept.	See it before you do it.	A simple diagram illustrating mental imagery and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q007,LTL2-C7-PB-Q008	40
LTL2-C7-PB-Q007	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-GOAL_SETTING	LTL2-C7-B-GOAL_SETTING	medium	understanding	multiple_choice	both	cap_direct	Which goal-setting error is shown by choosing a goal so easy that it requires almost no effort?	A goal that is too small	A goal that is too distant	A goal with excessive task behavior	A goal based on empathy	A	Goals that are too easy fail to challenge and motivate; goals that are impossibly hard can also reduce motivation.	1	Goals that are too easy fail to challenge and motivate; goals that are impossibly hard can also reduce motivation. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Goals that are too easy fail to challenge and motivate; goals that are impossibly hard can also reduce motivation.	Not quite. “A goal that is too distant” is plausible, but it does not match the exact concept tested here. Goals that are too easy fail to challenge and motivate; goals that are impossibly hard can also reduce motivation.	Not quite. “A goal with excessive task behavior” is plausible, but it does not match the exact concept tested here. Goals that are too easy fail to challenge and motivate; goals that are impossibly hard can also reduce motivation.	Not quite. “A goal based on empathy” is plausible, but it does not match the exact concept tested here. Goals that are too easy fail to challenge and motivate; goals that are impossibly hard can also reduce motivation.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of goal setting, then compare it with the closest distractor and state the one key difference.	Not tiny, not impossible—right-sized.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q007	Simple instructional diagram contrasting goal setting with a nearby but different leadership concept.	Not tiny, not impossible—right-sized.	A simple diagram illustrating goal setting and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q008,LTL2-C7-PB-Q009	40
LTL2-C7-PB-Q008	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-EMPATHY	LTL2-C7-B-EMPATHY	medium	understanding	multiple_choice	both	cap_direct	Empathy means	agreeing with every opinion	understanding and being sensitive to another person’s feelings and experiences	solving another person’s problem for them	using referent power	B	Empathy is understanding another person’s perspective and emotional experience.	1	Empathy is understanding another person’s perspective and emotional experience. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “agreeing with every opinion” is plausible, but it does not match the exact concept tested here. Empathy is understanding another person’s perspective and emotional experience.	Correct. Empathy is understanding another person’s perspective and emotional experience.	Not quite. “solving another person’s problem for them” is plausible, but it does not match the exact concept tested here. Empathy is understanding another person’s perspective and emotional experience.	Not quite. “using referent power” is plausible, but it does not match the exact concept tested here. Empathy is understanding another person’s perspective and emotional experience.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of empathy, then compare it with the closest distractor and state the one key difference.	Walk in their shoes.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q008	Simple instructional diagram contrasting empathy with a nearby but different leadership concept.	Walk in their shoes.	A simple diagram illustrating empathy and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q009,LTL2-C7-PB-Q010	40
LTL2-C7-PB-Q009	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-EMPATHY	LTL2-C7-B-EMPATHY	medium	scenario	multiple_choice	both	scenario	A cadet leader notices a usually energetic cadet has become quiet and asks privately whether something is wrong. This most directly demonstrates	coercive power	empathy	management by exception	task behavior	B	The leader notices emotional cues and tries to understand the cadet’s experience.	1	The leader notices emotional cues and tries to understand the cadet’s experience. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “coercive power” is plausible, but it does not match the exact concept tested here. The leader notices emotional cues and tries to understand the cadet’s experience.	Correct. The leader notices emotional cues and tries to understand the cadet’s experience.	Not quite. “management by exception” is plausible, but it does not match the exact concept tested here. The leader notices emotional cues and tries to understand the cadet’s experience.	Not quite. “task behavior” is plausible, but it does not match the exact concept tested here. The leader notices emotional cues and tries to understand the cadet’s experience.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of empathy, then compare it with the closest distractor and state the one key difference.	Notice, ask, understand.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q009	Simple instructional diagram contrasting empathy with a nearby but different leadership concept.	Notice, ask, understand.	A simple diagram illustrating empathy and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q010,LTL2-C7-PB-Q001	40
LTL2-C7-PB-Q010	Chapter 7 B: Managing Emotions, Motivation & Relationships	LTL2-C7-OBJ-6-14	LTL2-C7-INTERPERSONAL_SKILLS	LTL2-C7-B-INTERPERSONAL_SKILLS	medium	understanding	multiple_choice	both	cap_direct	Interpersonal skill involves	building and maintaining positive relationships	issuing detailed task instructions	using only formal authority	avoiding networks to remain independent	A	Interpersonal skills help leaders communicate, network, and sustain positive relationships.	1	Interpersonal skills help leaders communicate, network, and sustain positive relationships. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Interpersonal skills help leaders communicate, network, and sustain positive relationships.	Not quite. “issuing detailed task instructions” is plausible, but it does not match the exact concept tested here. Interpersonal skills help leaders communicate, network, and sustain positive relationships.	Not quite. “using only formal authority” is plausible, but it does not match the exact concept tested here. Interpersonal skills help leaders communicate, network, and sustain positive relationships.	Not quite. “avoiding networks to remain independent” is plausible, but it does not match the exact concept tested here. Interpersonal skills help leaders communicate, network, and sustain positive relationships.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of interpersonal skills, then compare it with the closest distractor and state the one key difference.	Relationships are a leadership skill.	medium	concept_diagram	optional_after_answer	ltl2_c7_pb_q010	Simple instructional diagram contrasting interpersonal skills with a nearby but different leadership concept.	Relationships are a leadership skill.	A simple diagram illustrating interpersonal skills and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 6-14	113-120	approved_source	draft	LTL2-C7-PB-Q001,LTL2-C7-PB-Q002	40
LTL2-C7-PC-Q001	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-TRANSFORMATIONAL_LEADERSHIP	LTL2-C7-C-TRANSFORMATIONAL_LEADERSHIP	hard	understanding	multiple_choice	both	cap_direct	Transformational leadership seeks to	exchange rewards for specific performance	heighten followers’ motivation and morality	avoid influencing followers’ values	correct only after standards are missed	B	Transformational leadership raises motivation and morality and helps followers reach their potential.	1	Transformational leadership raises motivation and morality and helps followers reach their potential. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “exchange rewards for specific performance” is plausible, but it does not match the exact concept tested here. Transformational leadership raises motivation and morality and helps followers reach their potential.	Correct. Transformational leadership raises motivation and morality and helps followers reach their potential.	Not quite. “avoid influencing followers’ values” is plausible, but it does not match the exact concept tested here. Transformational leadership raises motivation and morality and helps followers reach their potential.	Not quite. “correct only after standards are missed” is plausible, but it does not match the exact concept tested here. Transformational leadership raises motivation and morality and helps followers reach their potential.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of transformational leadership, then compare it with the closest distractor and state the one key difference.	Transform = raise values and potential.	high	concept_diagram	optional_after_answer	ltl2_c7_pc_q001	Simple instructional diagram contrasting transformational leadership with a nearby but different leadership concept.	Transform = raise values and potential.	A simple diagram illustrating transformational leadership and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q002,LTL2-C7-PC-Q003	50
LTL2-C7-PC-Q002	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-TRANSACTIONAL_LEADERSHIP	LTL2-C7-C-TRANSACTIONAL_LEADERSHIP	medium	understanding	multiple_choice	both	cap_direct	Transactional leadership is best described as	give-and-take leadership based on exchanges	leadership through a shared vision only	leadership without feedback or decisions	leadership based solely on expertise	A	Transactional leadership exchanges guidance, rewards, or corrective action for follower performance.	1	Transactional leadership exchanges guidance, rewards, or corrective action for follower performance. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Transactional leadership exchanges guidance, rewards, or corrective action for follower performance.	Not quite. “leadership through a shared vision only” is plausible, but it does not match the exact concept tested here. Transactional leadership exchanges guidance, rewards, or corrective action for follower performance.	Not quite. “leadership without feedback or decisions” is plausible, but it does not match the exact concept tested here. Transactional leadership exchanges guidance, rewards, or corrective action for follower performance.	Not quite. “leadership based solely on expertise” is plausible, but it does not match the exact concept tested here. Transactional leadership exchanges guidance, rewards, or corrective action for follower performance.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of transactional leadership, then compare it with the closest distractor and state the one key difference.	Transaction = exchange.	medium	concept_diagram	optional_after_answer	ltl2_c7_pc_q002	Simple instructional diagram contrasting transactional leadership with a nearby but different leadership concept.	Transaction = exchange.	A simple diagram illustrating transactional leadership and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q003,LTL2-C7-PC-Q004	40
LTL2-C7-PC-Q003	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-TRANSFORMATIONAL_VS_TRANSACTIONAL	LTL2-C7-C-TRANSFORMATIONAL_VS_TRANSACTIONAL	hard	analysis	multiple_choice	both	cap_direct	Which comparison is most accurate?	Transformational changes values; transactional exchanges rewards or responses for performance	Transformational uses punishment; transactional uses empathy	Transformational is hands-off; transactional is democratic	Transformational relies on position; transactional relies only on personality	A	Transformational leadership elevates values and potential, while transactional leadership centers on exchange.	1	Transformational leadership elevates values and potential, while transactional leadership centers on exchange. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Transformational leadership elevates values and potential, while transactional leadership centers on exchange.	Not quite. “Transformational uses punishment; transactional uses empathy” is plausible, but it does not match the exact concept tested here. Transformational leadership elevates values and potential, while transactional leadership centers on exchange.	Not quite. “Transformational is hands-off; transactional is democratic” is plausible, but it does not match the exact concept tested here. Transformational leadership elevates values and potential, while transactional leadership centers on exchange.	Not quite. “Transformational relies on position; transactional relies only on personality” is plausible, but it does not match the exact concept tested here. Transformational leadership elevates values and potential, while transactional leadership centers on exchange.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of transformational vs transactional, then compare it with the closest distractor and state the one key difference.	Transform values; transact exchanges.	high	concept_diagram	optional_after_answer	ltl2_c7_pc_q003	Simple instructional diagram contrasting transformational vs transactional with a nearby but different leadership concept.	Transform values; transact exchanges.	A simple diagram illustrating transformational vs transactional and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q004,LTL2-C7-PC-Q005	50
LTL2-C7-PC-Q004	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-IDEALIZED_INFLUENCE	LTL2-C7-C-IDEALIZED_INFLUENCE	medium	understanding	multiple_choice	both	cap_direct	Idealized influence occurs when followers	trust and emulate a leader because of the leader’s principles and example	obey because they fear punishment	receive rewards after meeting a quota	are left entirely alone	A	Idealized influence comes from ethical example, trusted principles, and role-model behavior.	1	Idealized influence comes from ethical example, trusted principles, and role-model behavior. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Idealized influence comes from ethical example, trusted principles, and role-model behavior.	Not quite. “obey because they fear punishment” is plausible, but it does not match the exact concept tested here. Idealized influence comes from ethical example, trusted principles, and role-model behavior.	Not quite. “receive rewards after meeting a quota” is plausible, but it does not match the exact concept tested here. Idealized influence comes from ethical example, trusted principles, and role-model behavior.	Not quite. “are left entirely alone” is plausible, but it does not match the exact concept tested here. Idealized influence comes from ethical example, trusted principles, and role-model behavior.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of idealized influence, then compare it with the closest distractor and state the one key difference.	Live the ideals you teach.	medium	concept_diagram	optional_after_answer	ltl2_c7_pc_q004	Simple instructional diagram contrasting idealized influence with a nearby but different leadership concept.	Live the ideals you teach.	A simple diagram illustrating idealized influence and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q005,LTL2-C7-PC-Q006	40
LTL2-C7-PC-Q005	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-IDEALIZED_INFLUENCE	LTL2-C7-C-IDEALIZED_INFLUENCE	medium	scenario	multiple_choice	both	scenario	A flight commander works beside cadets on a difficult task instead of merely ordering them. This most directly demonstrates	passive management by exception	idealized influence	coercive power	laissez-faire	B	Working alongside followers models the standard and attracts trust through example.	1	Working alongside followers models the standard and attracts trust through example. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “passive management by exception” is plausible, but it does not match the exact concept tested here. Working alongside followers models the standard and attracts trust through example.	Correct. Working alongside followers models the standard and attracts trust through example.	Not quite. “coercive power” is plausible, but it does not match the exact concept tested here. Working alongside followers models the standard and attracts trust through example.	Not quite. “laissez-faire” is plausible, but it does not match the exact concept tested here. Working alongside followers models the standard and attracts trust through example.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of idealized influence, then compare it with the closest distractor and state the one key difference.	Example attracts followers.	medium	concept_diagram	optional_after_answer	ltl2_c7_pc_q005	Simple instructional diagram contrasting idealized influence with a nearby but different leadership concept.	Example attracts followers.	A simple diagram illustrating idealized influence and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q006,LTL2-C7-PC-Q007	40
LTL2-C7-PC-Q006	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-INSPIRATIONAL_MOTIVATION	LTL2-C7-C-INSPIRATIONAL_MOTIVATION	medium	understanding	multiple_choice	both	cap_direct	Inspirational motivation emphasizes	high expectations and commitment to a shared vision	technical expertise without emotion	punishment for missed standards	independent work without team spirit	A	Inspirational motivation communicates high expectations and unites followers around a shared vision.	1	Inspirational motivation communicates high expectations and unites followers around a shared vision. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Correct. Inspirational motivation communicates high expectations and unites followers around a shared vision.	Not quite. “technical expertise without emotion” is plausible, but it does not match the exact concept tested here. Inspirational motivation communicates high expectations and unites followers around a shared vision.	Not quite. “punishment for missed standards” is plausible, but it does not match the exact concept tested here. Inspirational motivation communicates high expectations and unites followers around a shared vision.	Not quite. “independent work without team spirit” is plausible, but it does not match the exact concept tested here. Inspirational motivation communicates high expectations and unites followers around a shared vision.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of inspirational motivation, then compare it with the closest distractor and state the one key difference.	Inspire around the vision.	medium	concept_diagram	optional_after_answer	ltl2_c7_pc_q006	Simple instructional diagram contrasting inspirational motivation with a nearby but different leadership concept.	Inspire around the vision.	A simple diagram illustrating inspirational motivation and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q007,LTL2-C7-PC-Q008	40
LTL2-C7-PC-Q007	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-INTELLECTUAL_STIMULATION	LTL2-C7-C-INTELLECTUAL_STIMULATION	hard	understanding	multiple_choice	both	cap_direct	A leader who values intellectual stimulation will	reward followers for agreeing quickly	encourage followers to question assumptions and solve problems	solve every problem for the team	discourage disagreement	B	Intellectual stimulation makes the team think, learn, question, and innovate.	1	Intellectual stimulation makes the team think, learn, question, and innovate. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “reward followers for agreeing quickly” is plausible, but it does not match the exact concept tested here. Intellectual stimulation makes the team think, learn, question, and innovate.	Correct. Intellectual stimulation makes the team think, learn, question, and innovate.	Not quite. “solve every problem for the team” is plausible, but it does not match the exact concept tested here. Intellectual stimulation makes the team think, learn, question, and innovate.	Not quite. “discourage disagreement” is plausible, but it does not match the exact concept tested here. Intellectual stimulation makes the team think, learn, question, and innovate.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of intellectual stimulation, then compare it with the closest distractor and state the one key difference.	Teach them to think, not just comply.	high	concept_diagram	optional_after_answer	ltl2_c7_pc_q007	Simple instructional diagram contrasting intellectual stimulation with a nearby but different leadership concept.	Teach them to think, not just comply.	A simple diagram illustrating intellectual stimulation and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q008,LTL2-C7-PC-Q009	50
LTL2-C7-PC-Q008	Chapter 7 C: Transformational & Transactional Leadership	LTL2-C7-OBJ-15-24	LTL2-C7-INDIVIDUALIZED_CONSIDERATION	LTL2-C7-C-INDIVIDUALIZED_CONSIDERATION	medium	understanding	multiple_choice	both	cap_direct	Individualized consideration means	giving every follower identical support	recognizing individual needs and helping each follower grow	correcting only group-level errors	using a single leadership style in every situation	B	Individualized consideration treats followers as individuals with different needs and potential.	1	Individualized consideration treats followers as individuals with different needs and potential. The other choices describe related ideas, but they do not match the exact definition or situation in the question.	Not quite. “giving every follower identical support” is plausible, but it does not match the exact concept tested here. Individualized consideration treats followers as individuals with different needs and potential.	Correct. Individualized consideration treats followers as individuals with different needs and potential.	Not quite. “correcting only group-level errors” is plausible, but it does not match the exact concept tested here. Individualized consideration treats followers as individuals with different needs and potential.	Not quite. “using a single leadership style in every situation” is plausible, but it does not match the exact concept tested here. Individualized consideration treats followers as individuals with different needs and potential.	Confusing a related leadership concept with the exact term being tested.	Review the textbook definition of individualized consideration, then compare it with the closest distractor and state the one key difference.	One team, individual people.	medium	concept_diagram	optional_after_answer	ltl2_c7_pc_q008	Simple instructional diagram contrasting individualized consideration with a nearby but different leadership concept.	One team, individual people.	A simple diagram illustrating individualized consideration and how it differs from a related idea.	Learn to Lead Volume 2, Chapter 7, objectives 15-24	121-128	approved_source	draft	LTL2-C7-PC-Q009,LTL2-C7-PC-Q010	40
