external_id,module_number,chapter_number,chapter_title,objective_code,concept_code,question_family_code,question_type,question_style,difficulty,cognitive_level,question_text,choice_a,choice_b,choice_c,choice_d,correct_letter,short_explanation,explanation,choice_a_explanation,choice_b_explanation,choice_c_explanation,choice_d_explanation,memory_aid,remediation_text,source_document,source_pages,source_reference_text,visual_priority,visual_type,visual_display_mode,visual_asset_key,visual_group,visual_file_name,visual_storage_path,visual_status,show_visual_button,visual_brief,visual_caption,visual_alt_text,exam_likeness,distractor_difficulty,eligible_for_final_exam,final_exam_weight,content_origin,style_reference,review_status,reinforcement_question_ids,estimated_time_seconds,package_code
AD-M5-Q011,5,1,Space,AD5-1-kelvin,AD5-1-kelvin,AD5-1-kelvin,multiple_choice,direct_exam_style,medium,recall,Which temperature scale is based on absolute zero?,Fahrenheit,Celsius,Kelvin,Mach,C,Kelvin is the scientific temperature scale based on absolute zero.,The Kelvin scale starts at absolute zero and is commonly used by scientists when discussing very low temperatures in space.,Not correct. Fahrenheit does not match the concept being tested here.,Not correct. Celsius does not match the concept being tested here.,Correct. Kelvin is the scientific temperature scale based on absolute zero.,Not correct. Mach does not match the concept being tested here.,K = Kelvin = starts at absolute zero.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 3. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,3,"Module 5, Chapter 1, pages 3",recommended,infographic,optional_modal,module5_space_basics,module5_space_basics,module5_space_basics_study_guide.png,/assets/cap-visuals/module5_space_basics_study_guide.png,approved,true,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",Space Basics & the Space Environment,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q012,35,AD_M5_100
AD-M5-Q012,5,1,Space,AD5-1-kelvin,AD5-1-kelvin,AD5-1-kelvin,multiple_choice,brief_application,medium_hard,application,An astronomer reports a space temperature as 2.725 K. What does the K stand for?,Fahrenheit,Celsius,Mach,Kelvin,D,Kelvin is the scientific temperature scale based on absolute zero.,The Kelvin scale starts at absolute zero and is commonly used by scientists when discussing very low temperatures in space.,Not correct. Fahrenheit does not match the concept being tested here.,Not correct. Celsius does not match the concept being tested here.,Not correct. Mach does not match the concept being tested here.,Correct. Kelvin is the scientific temperature scale based on absolute zero.,K = Kelvin = starts at absolute zero.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 3. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,3,"Module 5, Chapter 1, pages 3",recommended,infographic,optional_modal,module5_space_basics,module5_space_basics,module5_space_basics_study_guide.png,/assets/cap-visuals/module5_space_basics_study_guide.png,approved,true,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",Space Basics & the Space Environment,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q011,45,AD_M5_100
AD-M5-Q013,5,1,Space,AD5-1-microgravity,AD5-1-microgravity,AD5-1-microgravity,multiple_choice,direct_exam_style,medium,recall,What does microgravity mean?,Very low gravity levels that create a floating condition,No gravity anywhere,Gravity found only on the Moon,Artificial gravity inside a spacecraft,A,Microgravity means small or low gravity levels that produce a floating condition.,Microgravity does not mean gravity disappears. It describes a very low-gravity or free-fall environment in which astronauts and objects appear to float.,Correct. Microgravity means small or low gravity levels that produce a floating condition.,Not correct. No gravity anywhere does not match the concept being tested here.,Not correct. Gravity found only on the Moon does not match the concept being tested here.,Not correct. Artificial gravity inside a spacecraft does not match the concept being tested here.,Micro = small; microgravity = low-gravity floating.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 4-5. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,4-5,"Module 5, Chapter 1, pages 4-5",recommended,infographic,optional_modal,module5_space_basics,module5_space_basics,module5_space_basics_study_guide.png,/assets/cap-visuals/module5_space_basics_study_guide.png,approved,true,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",Space Basics & the Space Environment,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q014,35,AD_M5_100
AD-M5-Q014,5,1,Space,AD5-1-microgravity,AD5-1-microgravity,AD5-1-microgravity,multiple_choice,brief_application,medium_hard,application,Astronauts and loose objects appear to float while orbiting Earth. Which Module 5 term best describes this condition?,No gravity anywhere,Very low gravity levels that create a floating condition,Gravity found only on the Moon,Artificial gravity inside a spacecraft,B,Microgravity means small or low gravity levels that produce a floating condition.,Microgravity does not mean gravity disappears. It describes a very low-gravity or free-fall environment in which astronauts and objects appear to float.,Not correct. No gravity anywhere does not match the concept being tested here.,Correct. Microgravity means small or low gravity levels that produce a floating condition.,Not correct. Gravity found only on the Moon does not match the concept being tested here.,Not correct. Artificial gravity inside a spacecraft does not match the concept being tested here.,Micro = small; microgravity = low-gravity floating.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 4-5. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,4-5,"Module 5, Chapter 1, pages 4-5",recommended,infographic,optional_modal,module5_space_basics,module5_space_basics,module5_space_basics_study_guide.png,/assets/cap-visuals/module5_space_basics_study_guide.png,approved,true,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",Space Basics & the Space Environment,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q013,45,AD_M5_100
AD-M5-Q015,5,1,Space,AD5-1-space-regions,AD5-1-space-regions,AD5-1-space-regions,multiple_choice,direct_exam_style,medium,recall,Which sequence correctly moves outward through the three space regions discussed in Module 5?,Interstellar → cislunar → interplanetary,Interplanetary → cislunar → interstellar,Cislunar → interplanetary → interstellar,Cislunar → interstellar → interplanetary,C,The regions progress from cislunar to interplanetary to interstellar space.,Cislunar space is the Earth–Moon region. Interplanetary space lies within a solar system among planets. Interstellar space lies from one solar system to another.,Not correct. Interstellar → cislunar → interplanetary does not match the concept being tested here.,Not correct. Interplanetary → cislunar → interstellar does not match the concept being tested here.,Correct. The regions progress from cislunar to interplanetary to interstellar space.,Not correct. Cislunar → interstellar → interplanetary does not match the concept being tested here.,Moon region → planet region → star-system region.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 1,5-6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"1,5-6","Module 5, Chapter 1, pages 1,5-6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q016,35,AD_M5_100
AD-M5-Q016,5,1,Space,AD5-1-space-regions,AD5-1-space-regions,AD5-1-space-regions,multiple_choice,brief_application,medium_hard,application,"A mission begins in the Earth–Moon region, travels among the planets, and then heads toward another star system. Which sequence of terms matches the journey?",Interstellar → cislunar → interplanetary,Interplanetary → cislunar → interstellar,Cislunar → interstellar → interplanetary,Cislunar → interplanetary → interstellar,D,The regions progress from cislunar to interplanetary to interstellar space.,Cislunar space is the Earth–Moon region. Interplanetary space lies within a solar system among planets. Interstellar space lies from one solar system to another.,Not correct. Interstellar → cislunar → interplanetary does not match the concept being tested here.,Not correct. Interplanetary → cislunar → interstellar does not match the concept being tested here.,Not correct. Cislunar → interstellar → interplanetary does not match the concept being tested here.,Correct. The regions progress from cislunar to interplanetary to interstellar space.,Moon region → planet region → star-system region.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 1,5-6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"1,5-6","Module 5, Chapter 1, pages 1,5-6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q015,45,AD_M5_100
AD-M5-Q017,5,1,Space,AD5-1-galaxy,AD5-1-galaxy,AD5-1-galaxy,multiple_choice,direct_exam_style,medium,recall,What is a galaxy?,An enormous collection of stars arranged in a particular shape,A single solar system,A moon orbiting a planet,A small icy body orbiting the Sun,A,A galaxy is an enormous collection of stars arranged in a particular shape.,"Module 5 defines a galaxy as an enormous collection of stars. Galaxies occur in recognizable shapes, including elliptical, spiral, and irregular.",Correct. A galaxy is an enormous collection of stars arranged in a particular shape.,Not correct. A single solar system does not match the concept being tested here.,Not correct. A moon orbiting a planet does not match the concept being tested here.,Not correct. A small icy body orbiting the Sun does not match the concept being tested here.,Galaxy = giant family of stars.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,6,"Module 5, Chapter 1, pages 6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q018,35,AD_M5_100
AD-M5-Q018,5,1,Space,AD5-1-galaxy,AD5-1-galaxy,AD5-1-galaxy,multiple_choice,brief_application,medium_hard,application,An astronomer observes billions of stars organized into one enormous structure. What is that structure called?,A single solar system,An enormous collection of stars arranged in a particular shape,A moon orbiting a planet,A small icy body orbiting the Sun,B,A galaxy is an enormous collection of stars arranged in a particular shape.,"Module 5 defines a galaxy as an enormous collection of stars. Galaxies occur in recognizable shapes, including elliptical, spiral, and irregular.",Not correct. A single solar system does not match the concept being tested here.,Correct. A galaxy is an enormous collection of stars arranged in a particular shape.,Not correct. A moon orbiting a planet does not match the concept being tested here.,Not correct. A small icy body orbiting the Sun does not match the concept being tested here.,Galaxy = giant family of stars.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,6,"Module 5, Chapter 1, pages 6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q017,45,AD_M5_100
AD-M5-Q019,5,1,Space,AD5-1-galaxy-types,AD5-1-galaxy-types,AD5-1-galaxy-types,multiple_choice,direct_exam_style,medium,recall,What are the three main galaxy shapes identified in Module 5?,"Round, square, and triangular","Terrestrial, gas, and ice","Elliptical, spiral, and irregular","Bright, dim, and dark",C,"The three main galaxy types are elliptical, spiral, and irregular.","Elliptical galaxies are oval-shaped, spiral galaxies have arms, and irregular galaxies do not have a regular organized shape.","Not correct. Round, square, and triangular does not match the concept being tested here.","Not correct. Terrestrial, gas, and ice does not match the concept being tested here.","Correct. The three main galaxy types are elliptical, spiral, and irregular.","Not correct. Bright, dim, and dark does not match the concept being tested here.","E-S-I: Elliptical, Spiral, Irregular.","Review Aerospace Dimensions Module 5, Chapter 1, pages 6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,6,"Module 5, Chapter 1, pages 6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q020,35,AD_M5_100
AD-M5-Q020,5,1,Space,AD5-1-galaxy-types,AD5-1-galaxy-types,AD5-1-galaxy-types,multiple_choice,brief_application,medium_hard,application,A galaxy is smooth and oval with no spiral arms. Which of the three Module 5 galaxy types is it?,Spiral,Irregular,Nebula,Elliptical,D,"The three main galaxy types are elliptical, spiral, and irregular.","Elliptical galaxies are oval-shaped, spiral galaxies have arms, and irregular galaxies do not have a regular organized shape.",Not correct. Spiral does not match the concept being tested here.,Not correct. Irregular does not match the concept being tested here.,Not correct. Nebula does not match the concept being tested here.,"Correct. The three main galaxy types are elliptical, spiral, and irregular.","E-S-I: Elliptical, Spiral, Irregular.","Review Aerospace Dimensions Module 5, Chapter 1, pages 6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,6,"Module 5, Chapter 1, pages 6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q019,45,AD_M5_100
AD-M5-Q021,5,1,Space,AD5-1-universe,AD5-1-universe,AD5-1-universe,multiple_choice,direct_exam_style,medium,recall,What does the term universe include?,"Everything: space, galaxies, stars, planets, life, and matter",Only the Milky Way,Only our solar system,Only objects humans can see,A,The universe is the all-encompassing term for everything.,"The universe includes all space and everything in it—galaxies, stars, planets, living things, and more. The Milky Way is only one galaxy within it.",Correct. The universe is the all-encompassing term for everything.,Not correct. Only the Milky Way does not match the concept being tested here.,Not correct. Only our solar system does not match the concept being tested here.,Not correct. Only objects humans can see does not match the concept being tested here.,Universe = everything.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 1,6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"1,6","Module 5, Chapter 1, pages 1,6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q022,35,AD_M5_100
AD-M5-Q022,5,1,Space,AD5-1-universe,AD5-1-universe,AD5-1-universe,multiple_choice,brief_application,medium_hard,application,A student says the Milky Way is the entire universe. Which statement corrects the student?,Only the Milky Way,"Everything: space, galaxies, stars, planets, life, and matter",Only our solar system,Only objects humans can see,B,The universe is the all-encompassing term for everything.,"The universe includes all space and everything in it—galaxies, stars, planets, living things, and more. The Milky Way is only one galaxy within it.",Not correct. Only the Milky Way does not match the concept being tested here.,Correct. The universe is the all-encompassing term for everything.,Not correct. Only our solar system does not match the concept being tested here.,Not correct. Only objects humans can see does not match the concept being tested here.,Universe = everything.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 1,6. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,"1,6","Module 5, Chapter 1, pages 1,6",recommended,infographic,optional_modal,module5_galaxies_universe,module5_galaxies_universe,module5_galaxies_milky_way_universe.png,/assets/cap-visuals/module5_galaxies_milky_way_universe.png,approved,true,"Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.","Galaxies, the Milky Way & the Universe","Galaxy types, the Milky Way, the universe, and the progression from cislunar to interstellar space.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q021,45,AD_M5_100
AD-M5-Q023,5,1,Space,AD5-1-van-allen,AD5-1-van-allen,AD5-1-van-allen,multiple_choice,direct_exam_style,medium,recall,What are the Van Allen belts?,The rings of Saturn,Cloud bands around Jupiter,Radiation belts around Earth filled with charged particles,Layers inside the Sun,C,The Van Allen belts are charged-particle radiation belts surrounding Earth.,Earth’s magnetic field traps charged particles in radiation belts. Module 5 discusses an inner belt dominated mainly by protons and an outer belt dominated mainly by electrons.,Not correct. The rings of Saturn does not match the concept being tested here.,Not correct. Cloud bands around Jupiter does not match the concept being tested here.,Correct. The Van Allen belts are charged-particle radiation belts surrounding Earth.,Not correct. Layers inside the Sun does not match the concept being tested here.,Van Allen = Earth’s radiation belts.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 7-9. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,7-9,"Module 5, Chapter 1, pages 7-9",recommended,infographic,optional_modal,module5_space_basics,module5_space_basics,module5_space_basics_study_guide.png,/assets/cap-visuals/module5_space_basics_study_guide.png,approved,true,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",Space Basics & the Space Environment,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q024,35,AD_M5_100
AD-M5-Q024,5,1,Space,AD5-1-van-allen,AD5-1-van-allen,AD5-1-van-allen,multiple_choice,brief_application,medium_hard,application,Mission planners worry about charged particles trapped by Earth’s magnetic field. What region are they concerned about?,The asteroid belt,Saturn's rings,The photosphere,The Van Allen belts,D,The Van Allen belts are charged-particle radiation belts surrounding Earth.,Earth’s magnetic field traps charged particles in radiation belts. Module 5 discusses an inner belt dominated mainly by protons and an outer belt dominated mainly by electrons.,Not correct. The asteroid belt does not match the concept being tested here.,Not correct. Saturn's rings does not match the concept being tested here.,Not correct. The photosphere does not match the concept being tested here.,Correct. The Van Allen belts are charged-particle radiation belts surrounding Earth.,Van Allen = Earth’s radiation belts.,"Review Aerospace Dimensions Module 5, Chapter 1, pages 7-9. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,7-9,"Module 5, Chapter 1, pages 7-9",recommended,infographic,optional_modal,module5_space_basics,module5_space_basics,module5_space_basics_study_guide.png,/assets/cap-visuals/module5_space_basics_study_guide.png,approved,true,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",Space Basics & the Space Environment,"Where space begins, the vacuum of space, pressure, temperature, microgravity, regions of space, and Van Allen belts.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q023,45,AD_M5_100
AD-M5-Q025,5,2,Stars,AD5-2-star-definition,AD5-2-star-definition,AD5-2-star-definition,multiple_choice,direct_exam_style,medium,recall,What is a star?,A huge mass of hot gases that produces its own light,A rocky body that only reflects light,A moon with an atmosphere,A streak of light in Earth’s atmosphere,A,A star is a huge mass of hot gases that produces its own light through nuclear reactions.,"Unlike planets and moons, stars generate their own light. Nuclear reactions in a star’s core release the energy that makes the star shine.",Correct. A star is a huge mass of hot gases that produces its own light through nuclear reactions.,Not correct. A rocky body that only reflects light does not match the concept being tested here.,Not correct. A moon with an atmosphere does not match the concept being tested here.,Not correct. A streak of light in Earth’s atmosphere does not match the concept being tested here.,Star = makes its own light.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 14. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,14,"Module 5, Chapter 2, pages 14",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q026,35,AD_M5_100
AD-M5-Q026,5,2,Stars,AD5-2-star-definition,AD5-2-star-definition,AD5-2-star-definition,multiple_choice,brief_application,medium_hard,application,An object shines because nuclear reactions in its core release energy. What kind of object is it?,A rocky body that only reflects light,A huge mass of hot gases that produces its own light,A moon with an atmosphere,A streak of light in Earth’s atmosphere,B,A star is a huge mass of hot gases that produces its own light through nuclear reactions.,"Unlike planets and moons, stars generate their own light. Nuclear reactions in a star’s core release the energy that makes the star shine.",Not correct. A rocky body that only reflects light does not match the concept being tested here.,Correct. A star is a huge mass of hot gases that produces its own light through nuclear reactions.,Not correct. A moon with an atmosphere does not match the concept being tested here.,Not correct. A streak of light in Earth’s atmosphere does not match the concept being tested here.,Star = makes its own light.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 14. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,14,"Module 5, Chapter 2, pages 14",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q025,45,AD_M5_100
AD-M5-Q027,5,2,Stars,AD5-2-light-year,AD5-2-light-year,AD5-2-light-year,multiple_choice,direct_exam_style,medium,recall,What is a light-year?,The time light takes to reach the Moon,The brightness of a star,The distance light travels in one Earth year,The age of a star,C,"A light-year is a distance, not a time interval.",Astronomers use light-years because distances between stars are enormous. One light-year is the distance light travels in one Earth year.,Not correct. The time light takes to reach the Moon does not match the concept being tested here.,Not correct. The brightness of a star does not match the concept being tested here.,"Correct. A light-year is a distance, not a time interval.",Not correct. The age of a star does not match the concept being tested here.,"Light-year = distance, not time.","Review Aerospace Dimensions Module 5, Chapter 2, pages 14-15. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,14-15,"Module 5, Chapter 2, pages 14-15",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q028,35,AD_M5_100
AD-M5-Q028,5,2,Stars,AD5-2-light-year,AD5-2-light-year,AD5-2-light-year,multiple_choice,brief_application,medium_hard,application,A cadet says a light-year measures time. What is the best correction?,The time light takes to reach the Moon,The brightness of a star,The age of a star,The distance light travels in one Earth year,D,"A light-year is a distance, not a time interval.",Astronomers use light-years because distances between stars are enormous. One light-year is the distance light travels in one Earth year.,Not correct. The time light takes to reach the Moon does not match the concept being tested here.,Not correct. The brightness of a star does not match the concept being tested here.,Not correct. The age of a star does not match the concept being tested here.,"Correct. A light-year is a distance, not a time interval.","Light-year = distance, not time.","Review Aerospace Dimensions Module 5, Chapter 2, pages 14-15. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,14-15,"Module 5, Chapter 2, pages 14-15",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,false,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q027,45,AD_M5_100
AD-M5-Q029,5,2,Stars,AD5-2-parsec,AD5-2-parsec,AD5-2-parsec,multiple_choice,direct_exam_style,medium,recall,One parsec is approximately equal to how many light-years?,3.26 light-years,0.326 light-years,1 light-year,32.6 light-years,A,One parsec equals about 3.26 light-years.,"A parsec is another astronomical distance unit. Since 1 parsec is about 3.26 light-years, 6.5 light-years is roughly 2 parsecs.",Correct. One parsec equals about 3.26 light-years.,Not correct. 0.326 light-years does not match the concept being tested here.,Not correct. 1 light-year does not match the concept being tested here.,Not correct. 32.6 light-years does not match the concept being tested here.,1 pc ≈ 3.26 ly.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 15. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,15,"Module 5, Chapter 2, pages 15",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,1.0,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q030,35,AD_M5_100
AD-M5-Q030,5,2,Stars,AD5-2-parsec,AD5-2-parsec,AD5-2-parsec,multiple_choice,brief_application,medium_hard,application,A distance is about 6.5 light-years. Which estimate is closest in parsecs?,About 0.2 parsecs,About 2 parsecs,About 6.5 parsecs,About 20 parsecs,B,One parsec equals about 3.26 light-years.,"A parsec is another astronomical distance unit. Since 1 parsec is about 3.26 light-years, 6.5 light-years is roughly 2 parsecs.",Not correct. About 0.2 parsecs does not match the concept being tested here.,Correct. One parsec equals about 3.26 light-years.,Not correct. About 6.5 parsecs does not match the concept being tested here.,Not correct. About 20 parsecs does not match the concept being tested here.,1 pc ≈ 3.26 ly.,"Review Aerospace Dimensions Module 5, Chapter 2, pages 15. Then explain the concept without looking at the answer choices.",Aerospace Dimensions Module 5 — Space Environment,15,"Module 5, Chapter 2, pages 15",high,infographic,optional_modal,module5_stars_life_cycle,module5_stars_life_cycle,module5_stars_life_cycle.png,/assets/cap-visuals/module5_stars_life_cycle.png,approved,true,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",Stars & Their Life Cycle,"Stars, stellar distance and magnitude, star formation, stellar evolution, H–R diagram, and multiple star systems.",high,close,true,0.8,Aerospace_Dimensions_Module_5_source_grounded,Module_4_100_question_bank_style,draft,AD-M5-Q029,45,AD_M5_100
