external_id,module_number,chapter_number,chapter_title,objective_code,concept_code,question_family_code,question_type,question_style,difficulty,cognitive_level,question_text,choice_a,choice_b,choice_c,choice_d,correct_letter,short_explanation,explanation,choice_a_explanation,choice_b_explanation,choice_c_explanation,choice_d_explanation,memory_aid,remediation_text,source_document,source_pages,source_reference_text,visual_priority,visual_type,visual_display_mode,visual_asset_key,visual_group,visual_file_name,visual_storage_path,visual_status,show_visual_button,visual_brief,visual_caption,visual_alt_text,exam_likeness,distractor_difficulty,eligible_for_final_exam,final_exam_weight,content_origin,style_reference,review_status,reinforcement_question_ids,estimated_time_seconds
AD-M3-Q026,3,2,Air Circulation,AD3-2-radiation,AD3-2-radiation,AD3-2-radiation,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? How does the Sun primarily heat the Earth.?,conduction,radiation,convection,advection,B,Radiation is the method by which the sun heats the earth.,Radiation is correct because it means radiation is the method by which the Sun heats the Earth.,"Not this one. Conduction is related to aviation or weather, but this question is specifically about radiation.",Correct. Radiation is the method by which the sun heats the earth.,"Not this one. Convection is related to aviation or weather, but this question is specifically about radiation.","Not this one. Advection is related to aviation or weather, but this question is specifically about radiation.",Sun heats by radiation.,"Review Module 3, Chapter 2, pages 4-5, then explain radiation in your own words.",Aerospace Dimensions Module 3: Air Environment,4-5,"Module 3, Chapter 2, pages 4-5",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q025,45
AD-M3-Q027,3,2,Air Circulation,AD3-2-unequal_heating,AD3-2-unequal_heating,AD3-2-unequal_heating,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: unequal heating of Earth creates temperature and pressure differences that drive air movement?,air never changes density,all surfaces absorb heat identically,unequal heating,Earth is heated equally everywhere,C,Unequal heating of earth creates temperature and pressure differences that drive air movement.,Unequal heating is correct because it means unequal heating of Earth creates temperature and pressure differences that drive air movement.,"Not this one. Air never changes density is related to aviation or weather, but this question is specifically about unequal heating.","Not this one. All surfaces absorb heat identically is related to aviation or weather, but this question is specifically about unequal heating.",Correct. Unequal heating of earth creates temperature and pressure differences that drive air movement.,"Not this one. Earth is heated equally everywhere is related to aviation or weather, but this question is specifically about unequal heating.",Uneven heating starts movement.,"Review Module 3, Chapter 2, pages 5, then explain unequal heating in your own words.",Aerospace Dimensions Module 3: Air Environment,5,"Module 3, Chapter 2, pages 5",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q028,35
AD-M3-Q028,3,2,Air Circulation,AD3-2-unequal_heating,AD3-2-unequal_heating,AD3-2-unequal_heating,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? Why does air begin to circulate in the atmosphere.?,unequal heating,air never changes density,all surfaces absorb heat identically,Earth is heated equally everywhere,A,Unequal heating of earth creates temperature and pressure differences that drive air movement.,Unequal heating is correct because it means unequal heating of Earth creates temperature and pressure differences that drive air movement.,Correct. Unequal heating of earth creates temperature and pressure differences that drive air movement.,"Not this one. Air never changes density is related to aviation or weather, but this question is specifically about unequal heating.","Not this one. All surfaces absorb heat identically is related to aviation or weather, but this question is specifically about unequal heating.","Not this one. Earth is heated equally everywhere is related to aviation or weather, but this question is specifically about unequal heating.",Uneven heating starts movement.,"Review Module 3, Chapter 2, pages 5, then explain unequal heating in your own words.",Aerospace Dimensions Module 3: Air Environment,5,"Module 3, Chapter 2, pages 5",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q027,45
AD-M3-Q029,3,2,Air Circulation,AD3-2-rotation,AD3-2-rotation,AD3-2-rotation,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: rotation is Earth turning on its axis once about every 24 hours?,oscillation,precession,revolution,rotation,D,Rotation is earth turning on its axis once about every 24 hours.,Rotation is correct because it means rotation is Earth turning on its axis once about every 24 hours.,"Not this one. Oscillation is related to aviation or weather, but this question is specifically about rotation.","Not this one. Precession is related to aviation or weather, but this question is specifically about rotation.","Not this one. Revolution is related to aviation or weather, but this question is specifically about rotation.",Correct. Rotation is earth turning on its axis once about every 24 hours.,Rotation = spins in 24 hours.,"Review Module 3, Chapter 2, pages 5-6, then explain rotation in your own words.",Aerospace Dimensions Module 3: Air Environment,5-6,"Module 3, Chapter 2, pages 5-6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q030,35
AD-M3-Q030,3,2,Air Circulation,AD3-2-rotation,AD3-2-rotation,AD3-2-rotation,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? Which motion of Earth explains day and night.?,rotation,revolution,precession,oscillation,A,Rotation is earth turning on its axis once about every 24 hours.,Rotation is correct because it means rotation is Earth turning on its axis once about every 24 hours.,Correct. Rotation is earth turning on its axis once about every 24 hours.,"Not this one. Revolution is related to aviation or weather, but this question is specifically about rotation.","Not this one. Precession is related to aviation or weather, but this question is specifically about rotation.","Not this one. Oscillation is related to aviation or weather, but this question is specifically about rotation.",Rotation = spins in 24 hours.,"Review Module 3, Chapter 2, pages 5-6, then explain rotation in your own words.",Aerospace Dimensions Module 3: Air Environment,5-6,"Module 3, Chapter 2, pages 5-6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q029,45
AD-M3-Q031,3,2,Air Circulation,AD3-2-revolution,AD3-2-revolution,AD3-2-revolution,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: revolution is Earth orbiting the Sun in about 365 days?,rotation,revolution,tilt,circulation,B,Revolution is earth orbiting the sun in about 365 days.,Revolution is correct because it means revolution is Earth orbiting the Sun in about 365 days.,"Not this one. Rotation is related to aviation or weather, but this question is specifically about revolution.",Correct. Revolution is earth orbiting the sun in about 365 days.,"Not this one. Tilt is related to aviation or weather, but this question is specifically about revolution.","Not this one. Circulation is related to aviation or weather, but this question is specifically about revolution.",Revolution = trip around Sun.,"Review Module 3, Chapter 2, pages 5-6, then explain revolution in your own words.",Aerospace Dimensions Module 3: Air Environment,5-6,"Module 3, Chapter 2, pages 5-6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q032,35
AD-M3-Q032,3,2,Air Circulation,AD3-2-revolution,AD3-2-revolution,AD3-2-revolution,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? Which motion refers to Earth moving around the Sun.?,revolution,rotation,circulation,tilt,A,Revolution is earth orbiting the sun in about 365 days.,Revolution is correct because it means revolution is Earth orbiting the Sun in about 365 days.,Correct. Revolution is earth orbiting the sun in about 365 days.,"Not this one. Rotation is related to aviation or weather, but this question is specifically about revolution.","Not this one. Circulation is related to aviation or weather, but this question is specifically about revolution.","Not this one. Tilt is related to aviation or weather, but this question is specifically about revolution.",Revolution = trip around Sun.,"Review Module 3, Chapter 2, pages 5-6, then explain revolution in your own words.",Aerospace Dimensions Module 3: Air Environment,5-6,"Module 3, Chapter 2, pages 5-6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q031,45
AD-M3-Q033,3,2,Air Circulation,AD3-2-summer_solstice,AD3-2-summer_solstice,AD3-2-summer_solstice,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: the summer solstice is the longest day in the Northern Hemisphere when the Sun is farthest north of the equator?,winter solstice,summer solstice,autumnal equinox,vernal equinox,B,The summer solstice is the longest day in the northern hemisphere when the sun is farthest north of the equator.,Summer solstice is correct because it means the summer solstice is the longest day in the Northern Hemisphere when the Sun is farthest north of the equator.,"Not this one. Winter solstice is related to aviation or weather, but this question is specifically about summer solstice.",Correct. The summer solstice is the longest day in the northern hemisphere when the sun is farthest north of the equator.,"Not this one. Autumnal equinox is related to aviation or weather, but this question is specifically about summer solstice.","Not this one. Vernal equinox is related to aviation or weather, but this question is specifically about summer solstice.",Summer solstice = longest day.,"Review Module 3, Chapter 2, pages 6, then explain summer solstice in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q034,35
AD-M3-Q034,3,2,Air Circulation,AD3-2-summer_solstice,AD3-2-summer_solstice,AD3-2-summer_solstice,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? On which seasonal marker does the Northern Hemisphere have its longest day.?,vernal equinox,autumnal equinox,winter solstice,summer solstice,D,The summer solstice is the longest day in the northern hemisphere when the sun is farthest north of the equator.,Summer solstice is correct because it means the summer solstice is the longest day in the Northern Hemisphere when the Sun is farthest north of the equator.,"Not this one. Vernal equinox is related to aviation or weather, but this question is specifically about summer solstice.","Not this one. Autumnal equinox is related to aviation or weather, but this question is specifically about summer solstice.","Not this one. Winter solstice is related to aviation or weather, but this question is specifically about summer solstice.",Correct. The summer solstice is the longest day in the northern hemisphere when the sun is farthest north of the equator.,Summer solstice = longest day.,"Review Module 3, Chapter 2, pages 6, then explain summer solstice in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q033,45
AD-M3-Q035,3,2,Air Circulation,AD3-2-winter_solstice,AD3-2-winter_solstice,AD3-2-winter_solstice,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: the winter solstice is the shortest day in the Northern Hemisphere when the Sun is farthest south of the equator?,autumnal equinox,winter solstice,summer solstice,vernal equinox,B,The winter solstice is the shortest day in the northern hemisphere when the sun is farthest south of the equator.,Winter solstice is correct because it means the winter solstice is the shortest day in the Northern Hemisphere when the Sun is farthest south of the equator.,"Not this one. Autumnal equinox is related to aviation or weather, but this question is specifically about winter solstice.",Correct. The winter solstice is the shortest day in the northern hemisphere when the sun is farthest south of the equator.,"Not this one. Summer solstice is related to aviation or weather, but this question is specifically about winter solstice.","Not this one. Vernal equinox is related to aviation or weather, but this question is specifically about winter solstice.",Winter solstice = shortest day.,"Review Module 3, Chapter 2, pages 6, then explain winter solstice in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q036,35
AD-M3-Q036,3,2,Air Circulation,AD3-2-winter_solstice,AD3-2-winter_solstice,AD3-2-winter_solstice,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? On which seasonal marker does the Northern Hemisphere have its shortest day.?,autumnal equinox,summer solstice,winter solstice,vernal equinox,C,The winter solstice is the shortest day in the northern hemisphere when the sun is farthest south of the equator.,Winter solstice is correct because it means the winter solstice is the shortest day in the Northern Hemisphere when the Sun is farthest south of the equator.,"Not this one. Autumnal equinox is related to aviation or weather, but this question is specifically about winter solstice.","Not this one. Summer solstice is related to aviation or weather, but this question is specifically about winter solstice.",Correct. The winter solstice is the shortest day in the northern hemisphere when the sun is farthest south of the equator.,"Not this one. Vernal equinox is related to aviation or weather, but this question is specifically about winter solstice.",Winter solstice = shortest day.,"Review Module 3, Chapter 2, pages 6, then explain winter solstice in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q035,45
AD-M3-Q037,3,2,Air Circulation,AD3-2-equinox,AD3-2-equinox,AD3-2-equinox,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: an equinox occurs when the Sun's direct rays strike the equator and day and night are equal in length?,equinox,the Sun is farthest north of the equator,the Northern Hemisphere has its shortest day,the Northern Hemisphere has its longest day,A,An equinox occurs when the sun's direct rays strike the equator and day and night are equal in length.,Equinox is correct because it means an equinox occurs when the Sun's direct rays strike the equator and day and night are equal in length.,Correct. An equinox occurs when the sun's direct rays strike the equator and day and night are equal in length.,"Not this one. The sun is farthest north of the equator is related to aviation or weather, but this question is specifically about equinox.","Not this one. The northern hemisphere has its shortest day is related to aviation or weather, but this question is specifically about equinox.","Not this one. The northern hemisphere has its longest day is related to aviation or weather, but this question is specifically about equinox.",Equinox = equal day and night.,"Review Module 3, Chapter 2, pages 6, then explain equinox in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q038,35
AD-M3-Q038,3,2,Air Circulation,AD3-2-equinox,AD3-2-equinox,AD3-2-equinox,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? What is true during the vernal and autumnal equinoxes.?,equinox,the Northern Hemisphere has its shortest day,the Sun is farthest north of the equator,the Northern Hemisphere has its longest day,A,An equinox occurs when the sun's direct rays strike the equator and day and night are equal in length.,Equinox is correct because it means an equinox occurs when the Sun's direct rays strike the equator and day and night are equal in length.,Correct. An equinox occurs when the sun's direct rays strike the equator and day and night are equal in length.,"Not this one. The northern hemisphere has its shortest day is related to aviation or weather, but this question is specifically about equinox.","Not this one. The sun is farthest north of the equator is related to aviation or weather, but this question is specifically about equinox.","Not this one. The northern hemisphere has its longest day is related to aviation or weather, but this question is specifically about equinox.",Equinox = equal day and night.,"Review Module 3, Chapter 2, pages 6, then explain equinox in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_solar_heating_seasons,module3_solar_heating_seasons,module3_solar_heating_seasons.png,/assets/cap-visuals/module3_solar_heating_seasons.png,approved,true,"Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.","Solar heating, unequal heating, Earth rotation and revolution, and the solstices and equinoxes.",high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q037,45
AD-M3-Q039,3,2,Air Circulation,AD3-2-coriolis_force,AD3-2-coriolis_force,AD3-2-coriolis_force,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: Coriolis Force causes freely moving objects to be deflected to the right in the Northern Hemisphere?,Coriolis Force,magnetic deviation,centrifugal lift,thermal inversion,A,Coriolis force causes freely moving objects to be deflected to the right in the northern hemisphere.,Coriolis force is correct because it means Coriolis Force causes freely moving objects to be deflected to the right in the Northern Hemisphere.,Correct. Coriolis force causes freely moving objects to be deflected to the right in the northern hemisphere.,"Not this one. Magnetic deviation is related to aviation or weather, but this question is specifically about Coriolis Force.","Not this one. Centrifugal lift is related to aviation or weather, but this question is specifically about Coriolis Force.","Not this one. Thermal inversion is related to aviation or weather, but this question is specifically about Coriolis Force.",Coriolis = curve right in the north.,"Review Module 3, Chapter 2, pages 6, then explain Coriolis Force in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream.png,/assets/cap-visuals/module3_coriolis_winds_jetstream.png,approved,true,"Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q040,35
AD-M3-Q040,3,2,Air Circulation,AD3-2-coriolis_force,AD3-2-coriolis_force,AD3-2-coriolis_force,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? A pilot in the Northern Hemisphere must account for what effect that deflects motion to the right.?,centrifugal lift,Coriolis Force,thermal inversion,magnetic deviation,B,Coriolis force causes freely moving objects to be deflected to the right in the northern hemisphere.,Coriolis force is correct because it means Coriolis Force causes freely moving objects to be deflected to the right in the Northern Hemisphere.,"Not this one. Centrifugal lift is related to aviation or weather, but this question is specifically about Coriolis Force.",Correct. Coriolis force causes freely moving objects to be deflected to the right in the northern hemisphere.,"Not this one. Thermal inversion is related to aviation or weather, but this question is specifically about Coriolis Force.","Not this one. Magnetic deviation is related to aviation or weather, but this question is specifically about Coriolis Force.",Coriolis = curve right in the north.,"Review Module 3, Chapter 2, pages 6, then explain Coriolis Force in your own words.",Aerospace Dimensions Module 3: Air Environment,6,"Module 3, Chapter 2, pages 6",high,educational_infographic,optional_after_answer,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream.png,/assets/cap-visuals/module3_coriolis_winds_jetstream.png,approved,true,"Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.",high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q039,45
AD-M3-Q041,3,2,Air Circulation,AD3-2-trade_winds,AD3-2-trade_winds,AD3-2-trade_winds,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: trade winds are warm steady winds that blow toward the equator and appear to curve westward?,prevailing westerlies,polar easterlies,jet stream,trade winds,D,Trade winds are warm steady winds that blow toward the equator and appear to curve westward.,Trade winds is correct because it means trade winds are warm steady winds that blow toward the equator and appear to curve westward.,"Not this one. Prevailing westerlies is related to aviation or weather, but this question is specifically about trade winds.","Not this one. Polar easterlies is related to aviation or weather, but this question is specifically about trade winds.","Not this one. Jet stream is related to aviation or weather, but this question is specifically about trade winds.",Correct. Trade winds are warm steady winds that blow toward the equator and appear to curve westward.,Trade winds travel toward the equator.,"Review Module 3, Chapter 2, pages 7, then explain trade winds in your own words.",Aerospace Dimensions Module 3: Air Environment,7,"Module 3, Chapter 2, pages 7",high,educational_infographic,optional_after_answer,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream.png,/assets/cap-visuals/module3_coriolis_winds_jetstream.png,approved,true,"Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q042,35
AD-M3-Q042,3,2,Air Circulation,AD3-2-trade_winds,AD3-2-trade_winds,AD3-2-trade_winds,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? Which global winds blow steadily toward the equator.?,trade winds,polar easterlies,jet stream,prevailing westerlies,A,Trade winds are warm steady winds that blow toward the equator and appear to curve westward.,Trade winds is correct because it means trade winds are warm steady winds that blow toward the equator and appear to curve westward.,Correct. Trade winds are warm steady winds that blow toward the equator and appear to curve westward.,"Not this one. Polar easterlies is related to aviation or weather, but this question is specifically about trade winds.","Not this one. Jet stream is related to aviation or weather, but this question is specifically about trade winds.","Not this one. Prevailing westerlies is related to aviation or weather, but this question is specifically about trade winds.",Trade winds travel toward the equator.,"Review Module 3, Chapter 2, pages 7, then explain trade winds in your own words.",Aerospace Dimensions Module 3: Air Environment,7,"Module 3, Chapter 2, pages 7",high,educational_infographic,optional_after_answer,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream.png,/assets/cap-visuals/module3_coriolis_winds_jetstream.png,approved,true,"Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.",high,close,false,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q041,45
AD-M3-Q043,3,2,Air Circulation,AD3-2-doldrums,AD3-2-doldrums,AD3-2-doldrums,multiple_choice,direct_definition,medium,recall,Which answer best matches this description: the doldrums are a zone near the equator characterized by calm surface winds?,doldrums,jet core,polar front,horse latitudes of 60°,A,The doldrums are a zone near the equator characterized by calm surface winds.,Doldrums is correct because it means the doldrums are a zone near the equator characterized by calm surface winds.,Correct. The doldrums are a zone near the equator characterized by calm surface winds.,"Not this one. Jet core is related to aviation or weather, but this question is specifically about doldrums.","Not this one. Polar front is related to aviation or weather, but this question is specifically about doldrums.","Not this one. Horse latitudes of 60° is related to aviation or weather, but this question is specifically about doldrums.",Doldrums = calm near equator.,"Review Module 3, Chapter 2, pages 7, then explain doldrums in your own words.",Aerospace Dimensions Module 3: Air Environment,7,"Module 3, Chapter 2, pages 7",high,educational_infographic,optional_after_answer,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream.png,/assets/cap-visuals/module3_coriolis_winds_jetstream.png,approved,true,"Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q044,35
AD-M3-Q044,3,2,Air Circulation,AD3-2-doldrums,AD3-2-doldrums,AD3-2-doldrums,multiple_choice,brief_application,medium_hard,application,Which concept best explains this situation? What is the name of the calm belt where converging trade winds meet near the equator.?,polar front,horse latitudes of 60°,jet core,doldrums,D,The doldrums are a zone near the equator characterized by calm surface winds.,Doldrums is correct because it means the doldrums are a zone near the equator characterized by calm surface winds.,"Not this one. Polar front is related to aviation or weather, but this question is specifically about doldrums.","Not this one. Horse latitudes of 60° is related to aviation or weather, but this question is specifically about doldrums.","Not this one. Jet core is related to aviation or weather, but this question is specifically about doldrums.",Correct. The doldrums are a zone near the equator characterized by calm surface winds.,Doldrums = calm near equator.,"Review Module 3, Chapter 2, pages 7, then explain doldrums in your own words.",Aerospace Dimensions Module 3: Air Environment,7,"Module 3, Chapter 2, pages 7",high,educational_infographic,optional_after_answer,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream,module3_coriolis_winds_jetstream.png,/assets/cap-visuals/module3_coriolis_winds_jetstream.png,approved,true,"Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.","Coriolis deflection, trade winds, doldrums, prevailing westerlies, and the jet stream.",high,close,true,0.8,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M3-Q043,45
