external_id	module_number	chapter_number	chapter_title	objective_code	concept_code	question_family_code	question_type	question_style	difficulty	cognitive_level	question_text	choice_a	choice_b	choice_c	choice_d	correct_letter	short_explanation	explanation	choice_a_explanation	choice_b_explanation	choice_c_explanation	choice_d_explanation	memory_aid	remediation_text	source_document	source_pages	source_reference_text	visual_priority	visual_type	visual_display_mode	visual_asset_key	visual_brief	visual_caption	visual_alt_text	visual_group	visual_file_name	visual_storage_path	visual_status	show_visual_button	exam_likeness	distractor_difficulty	eligible_for_final_exam	final_exam_weight	content_origin	style_reference	review_status	reinforcement_question_ids	estimated_time_seconds
AD-M1-Q011	1	1	Flight	AD1-1-relative_wind	AD1-1-relative_wind	AD1-1-relative_wind	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: airflow moving opposite the aircraft's flight path?	relative wind	upwash	downwash	jet stream	A	Airflow moving opposite the aircraft's flight path.	Relative wind is correct because it means airflow moving opposite the aircraft's flight path.	Correct. Airflow moving opposite the aircraft's flight path.	Not this one. Upwash is a different aerospace concept; the description matches relative wind.	Not this one. Downwash is a different aerospace concept; the description matches relative wind.	Not this one. Jet stream is a different aerospace concept; the description matches relative wind.	Relative wind opposes the path.	Review Module 1, Chapter 1, pages 1-2, and explain relative wind without looking.	Aerospace Dimensions Module 1: Introduction to Flight	1-2	Module 1, Chapter 1, pages 1-2	medium	concept_card	optional_after_answer	airfoil_basics	A concise study visual illustrating relative wind.	Airflow over a wing helps explain lift, pressure changes, angle of attack, and stall.	Airfoil diagram labeling leading edge, trailing edge, camber, chord line, relative wind, and airflow over the wing.	airfoil_basics	airfoil_basics_wing_and_airflow_diagram.png	/assets/cap-visuals/airfoil_basics_wing_and_airflow_diagram.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q012	35
AD-M1-Q012	1	1	Flight	AD1-1-relative_wind	AD1-1-relative_wind	AD1-1-relative_wind	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? An airplane moves forward, so the airflow it experiences comes from the opposite direction.	downwash	upwash	relative wind	jet stream	C	Airflow moving opposite the aircraft's flight path.	Relative wind is correct because it means airflow moving opposite the aircraft's flight path.	Not this one. Downwash is a different aerospace concept; the description matches relative wind.	Not this one. Upwash is a different aerospace concept; the description matches relative wind.	Correct. Airflow moving opposite the aircraft's flight path.	Not this one. Jet stream is a different aerospace concept; the description matches relative wind.	Relative wind opposes the path.	Identify the clue in the situation that distinguishes relative wind from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	1-2	Module 1, Chapter 1, pages 1-2	medium	scenario_diagram	optional_after_answer	airfoil_basics	A concise study visual illustrating relative wind.	Airflow over a wing helps explain lift, pressure changes, angle of attack, and stall.	Airfoil diagram labeling leading edge, trailing edge, camber, chord line, relative wind, and airflow over the wing.	airfoil_basics	airfoil_basics_wing_and_airflow_diagram.png	/assets/cap-visuals/airfoil_basics_wing_and_airflow_diagram.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q011	45
AD-M1-Q013	1	1	Flight	AD1-1-bernoulli_principle	AD1-1-bernoulli_principle	AD1-1-bernoulli_principle	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: when a moving fluid speeds up, its pressure decreases?	Newton's first law	convection	Bernoulli principle	buoyancy	C	When a moving fluid speeds up, its pressure decreases.	Bernoulli principle is correct because it means when a moving fluid speeds up, its pressure decreases.	Not this one. Newton's first law is a different aerospace concept; the description matches Bernoulli principle.	Not this one. Convection is a different aerospace concept; the description matches Bernoulli principle.	Correct. When a moving fluid speeds up, its pressure decreases.	Not this one. Buoyancy is a different aerospace concept; the description matches Bernoulli principle.	Faster fluid, lower pressure.	Review Module 1, Chapter 1, pages 4-7, and explain Bernoulli principle without looking.	Aerospace Dimensions Module 1: Introduction to Flight	4-7	Module 1, Chapter 1, pages 4-7	medium	concept_card	optional_after_answer	AD1-1-bernoulli_principle_direct	A concise study visual illustrating Bernoulli principle.	Faster fluid, lower pressure.	Study diagram illustrating Bernoulli principle.				missing	false	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q014	35
AD-M1-Q014	1	1	Flight	AD1-1-bernoulli_principle	AD1-1-bernoulli_principle	AD1-1-bernoulli_principle	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? Air speeds up through a restricted passage and its measured pressure falls.	Newton's first law	buoyancy	Bernoulli principle	convection	C	When a moving fluid speeds up, its pressure decreases.	Bernoulli principle is correct because it means when a moving fluid speeds up, its pressure decreases.	Not this one. Newton's first law is a different aerospace concept; the description matches Bernoulli principle.	Not this one. Buoyancy is a different aerospace concept; the description matches Bernoulli principle.	Correct. When a moving fluid speeds up, its pressure decreases.	Not this one. Convection is a different aerospace concept; the description matches Bernoulli principle.	Faster fluid, lower pressure.	Identify the clue in the situation that distinguishes Bernoulli principle from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	4-7	Module 1, Chapter 1, pages 4-7	medium	scenario_diagram	optional_after_answer	AD1-1-bernoulli_principle_application	A concise study visual illustrating Bernoulli principle.	Faster fluid, lower pressure.	Study diagram illustrating Bernoulli principle.				missing	false	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q013	45
AD-M1-Q015	1	1	Flight	AD1-1-newton_s_third_law	AD1-1-newton_s_third_law	AD1-1-newton_s_third_law	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: for every action there is an equal and opposite reaction?	Newton's first law	law of gravity	Bernoulli principle	Newton's third law	D	For every action there is an equal and opposite reaction.	Newton's third law is correct because it means for every action there is an equal and opposite reaction.	Not this one. Newton's first law is a different aerospace concept; the description matches Newton's third law.	Not this one. Law of gravity is a different aerospace concept; the description matches Newton's third law.	Not this one. Bernoulli principle is a different aerospace concept; the description matches Newton's third law.	Correct. For every action there is an equal and opposite reaction.	Action ↔ reaction.	Review Module 1, Chapter 1, pages 5-9, and explain Newton's third law without looking.	Aerospace Dimensions Module 1: Introduction to Flight	5-9	Module 1, Chapter 1, pages 5-9	medium	concept_card	optional_after_answer	AD1-1-newton_s_third_law_direct	A concise study visual illustrating Newton's third law.	Action ↔ reaction.	Study diagram illustrating Newton's third law.				missing	false	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q016	35
AD-M1-Q016	1	1	Flight	AD1-1-newton_s_third_law	AD1-1-newton_s_third_law	AD1-1-newton_s_third_law	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? A wing pushes air downward and the reacting air pushes the wing upward.	law of gravity	Newton's third law	Bernoulli principle	Newton's first law	B	For every action there is an equal and opposite reaction.	Newton's third law is correct because it means for every action there is an equal and opposite reaction.	Not this one. Law of gravity is a different aerospace concept; the description matches Newton's third law.	Correct. For every action there is an equal and opposite reaction.	Not this one. Bernoulli principle is a different aerospace concept; the description matches Newton's third law.	Not this one. Newton's first law is a different aerospace concept; the description matches Newton's third law.	Action ↔ reaction.	Identify the clue in the situation that distinguishes Newton's third law from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	5-9	Module 1, Chapter 1, pages 5-9	medium	scenario_diagram	optional_after_answer	AD1-1-newton_s_third_law_application	A concise study visual illustrating Newton's third law.	Action ↔ reaction.	Study diagram illustrating Newton's third law.				missing	false	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q015	45
AD-M1-Q017	1	1	Flight	AD1-1-downwash	AD1-1-downwash	AD1-1-downwash	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the downward movement of air behind a wing?	relative wind	downwash	upwash	drag	B	The downward movement of air behind a wing.	Downwash is correct because it means the downward movement of air behind a wing.	Not this one. Relative wind is a different aerospace concept; the description matches downwash.	Correct. The downward movement of air behind a wing.	Not this one. Upwash is a different aerospace concept; the description matches downwash.	Not this one. Drag is a different aerospace concept; the description matches downwash.	Downwash goes down behind.	Review Module 1, Chapter 1, pages 8-10, and explain downwash without looking.	Aerospace Dimensions Module 1: Introduction to Flight	8-10	Module 1, Chapter 1, pages 8-10	medium	concept_card	optional_after_answer	airfoil_basics	A concise study visual illustrating downwash.	Airflow over a wing helps explain lift, pressure changes, angle of attack, and stall.	Airfoil diagram labeling leading edge, trailing edge, camber, chord line, relative wind, and airflow over the wing.	airfoil_basics	airfoil_basics_wing_and_airflow_diagram.png	/assets/cap-visuals/airfoil_basics_wing_and_airflow_diagram.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q018	35
AD-M1-Q018	1	1	Flight	AD1-1-downwash	AD1-1-downwash	AD1-1-downwash	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? Air leaving the wing's trailing region is deflected toward the ground.	downwash	drag	relative wind	upwash	A	The downward movement of air behind a wing.	Downwash is correct because it means the downward movement of air behind a wing.	Correct. The downward movement of air behind a wing.	Not this one. Drag is a different aerospace concept; the description matches downwash.	Not this one. Relative wind is a different aerospace concept; the description matches downwash.	Not this one. Upwash is a different aerospace concept; the description matches downwash.	Downwash goes down behind.	Identify the clue in the situation that distinguishes downwash from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	8-10	Module 1, Chapter 1, pages 8-10	medium	scenario_diagram	optional_after_answer	airfoil_basics	A concise study visual illustrating downwash.	Airflow over a wing helps explain lift, pressure changes, angle of attack, and stall.	Airfoil diagram labeling leading edge, trailing edge, camber, chord line, relative wind, and airflow over the wing.	airfoil_basics	airfoil_basics_wing_and_airflow_diagram.png	/assets/cap-visuals/airfoil_basics_wing_and_airflow_diagram.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q017	45
AD-M1-Q019	1	1	Flight	AD1-1-wingtip_vortex	AD1-1-wingtip_vortex	AD1-1-wingtip_vortex	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: a spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure?	downwash	relative wind	wingtip vortex	thermal	C	A spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure.	Wingtip vortex is correct because it means a spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure.	Not this one. Downwash is a different aerospace concept; the description matches wingtip vortex.	Not this one. Relative wind is a different aerospace concept; the description matches wingtip vortex.	Correct. A spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure.	Not this one. Thermal is a different aerospace concept; the description matches wingtip vortex.	Vortex = spinning wingtip air.	Review Module 1, Chapter 1, pages 9-10, and explain wingtip vortex without looking.	Aerospace Dimensions Module 1: Introduction to Flight	9-10	Module 1, Chapter 1, pages 9-10	medium	concept_card	optional_after_answer	airfoil_basics	A concise study visual illustrating wingtip vortex.	Airflow over a wing helps explain lift, pressure changes, angle of attack, and stall.	Airfoil diagram labeling leading edge, trailing edge, camber, chord line, relative wind, and airflow over the wing.	airfoil_basics	airfoil_basics_wing_and_airflow_diagram.png	/assets/cap-visuals/airfoil_basics_wing_and_airflow_diagram.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q020	35
AD-M1-Q020	1	1	Flight	AD1-1-wingtip_vortex	AD1-1-wingtip_vortex	AD1-1-wingtip_vortex	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? Swirling trails form behind each wingtip as pressure equalizes.	thermal	wingtip vortex	relative wind	downwash	B	A spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure.	Wingtip vortex is correct because it means a spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure.	Not this one. Thermal is a different aerospace concept; the description matches wingtip vortex.	Correct. A spinning column of air formed as high-pressure air moves around a wingtip toward lower pressure.	Not this one. Relative wind is a different aerospace concept; the description matches wingtip vortex.	Not this one. Downwash is a different aerospace concept; the description matches wingtip vortex.	Vortex = spinning wingtip air.	Identify the clue in the situation that distinguishes wingtip vortex from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	9-10	Module 1, Chapter 1, pages 9-10	medium	scenario_diagram	optional_after_answer	airfoil_basics	A concise study visual illustrating wingtip vortex.	Airflow over a wing helps explain lift, pressure changes, angle of attack, and stall.	Airfoil diagram labeling leading edge, trailing edge, camber, chord line, relative wind, and airflow over the wing.	airfoil_basics	airfoil_basics_wing_and_airflow_diagram.png	/assets/cap-visuals/airfoil_basics_wing_and_airflow_diagram.png	approved	true	high	close	false	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q019	45
AD-M1-Q021	1	1	Flight	AD1-1-lift	AD1-1-lift	AD1-1-lift	multiple_choice	direct_definition	medium	recall	Which term best matches this definition: the upward force opposing gravity and supporting an aircraft's weight?	pitch	lift	drag	thrust	B	The upward force opposing gravity and supporting an aircraft's weight.	Lift is correct because it means the upward force opposing gravity and supporting an aircraft's weight.	Not this one. Pitch is a different aerospace concept; the description matches lift.	Correct. The upward force opposing gravity and supporting an aircraft's weight.	Not this one. Drag is a different aerospace concept; the description matches lift.	Not this one. Thrust is a different aerospace concept; the description matches lift.	Lift lifts against weight.	Review Module 1, Chapter 1, pages 10-11, and explain lift without looking.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	concept_card	optional_after_answer	four_forces_of_flight	A concise study visual illustrating lift.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	1.0	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q022	35
AD-M1-Q022	1	1	Flight	AD1-1-lift	AD1-1-lift	AD1-1-lift	multiple_choice	brief_application	medium_hard	application	Which concept best explains this situation? This force must oppose weight for level flight.	lift	drag	pitch	thrust	A	The upward force opposing gravity and supporting an aircraft's weight.	Lift is correct because it means the upward force opposing gravity and supporting an aircraft's weight.	Correct. The upward force opposing gravity and supporting an aircraft's weight.	Not this one. Drag is a different aerospace concept; the description matches lift.	Not this one. Pitch is a different aerospace concept; the description matches lift.	Not this one. Thrust is a different aerospace concept; the description matches lift.	Lift lifts against weight.	Identify the clue in the situation that distinguishes lift from the other choices.	Aerospace Dimensions Module 1: Introduction to Flight	10-11	Module 1, Chapter 1, pages 10-11	medium	scenario_diagram	optional_after_answer	four_forces_of_flight	A concise study visual illustrating lift.	Lift up, weight down, thrust forward, drag backward.	Diagram of an airplane showing lift upward, weight downward, thrust forward, and drag backward.	four_forces_of_flight	four_forces_of_flight_infographic.png	/assets/cap-visuals/four_forces_of_flight_infographic.png	approved	true	high	close	true	0.8	original_textbook_grounded	Mitchell_Aerospace_sample_style_analysis	draft	AD-M1-Q021	45
