external_id,module_number,chapter_number,chapter_title,objective_code,concept_code,question_family_code,question_type,question_style,difficulty,cognitive_level,question_text,choice_a,choice_b,choice_c,choice_d,correct_letter,short_explanation,explanation,choice_a_explanation,choice_b_explanation,choice_c_explanation,choice_d_explanation,memory_aid,remediation_text,source_document,source_pages,source_reference_text,visual_priority,visual_type,visual_display_mode,visual_asset_key,visual_group,visual_file_name,visual_storage_path,visual_status,show_visual_button,visual_brief,visual_caption,visual_alt_text,exam_likeness,distractor_difficulty,eligible_for_final_exam,final_exam_weight,content_origin,style_reference,review_status,reinforcement_question_ids,estimated_time_seconds,package_code
AD-M7-Q020,7,1,Introduction to Cyber Security,AD7-1-cybercrime_definition,AD7-1-cybercrime_definition,AD7-1-cybercrime_definition,multiple_choice,scenario_exam_style,medium,application,Someone steals banking information by tricking users online and uses the data for fraud. What category best fits this activity?,a military attack by one nation against another nation’s systems,a moral principle for behaving responsibly online,a networking method that reassembles messages,a crime that involves a computer or a network,D,Cybercrime is criminal activity that involves computers or networks.,"Cybercrime is any crime that uses a computer or network as the tool or the target. Examples include identity theft, phishing, fraud, and malware attacks carried out for illegal purposes.","Not quite. ""a military attack by one nation against another nation’s systems"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a crime that involves a computer or a network"" because cybercrime is criminal activity that involves computers or networks.","Not quite. ""a moral principle for behaving responsibly online"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a crime that involves a computer or a network"" because cybercrime is criminal activity that involves computers or networks.","Not quite. ""a networking method that reassembles messages"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a crime that involves a computer or a network"" because cybercrime is criminal activity that involves computers or networks.",Correct. Cybercrime is criminal activity that involves computers or networks.,Crime + cyber = illegal online/computer activity.,"Review Module 7, Chapter 1, pages 9-10. Then explain cybercrime definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,9-10,"Module 7, Chapter 1, pages 9-10",high,educational_infographic,optional_after_answer,module7_cyberspace_basics,module7_cyberspace_basics,cyberspace_and_cybersecurity_basics_infographic.png,/assets/cap-visuals/cyberspace_and_cybersecurity_basics_infographic.png,approved,true,"Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q019,45,AD_M7_100
AD-M7-Q021,7,1,Introduction to Cyber Security,AD7-1-cyberwarfare_definition,AD7-1-cyberwarfare_definition,AD7-1-cyberwarfare_definition,multiple_choice,direct_exam_style,medium,recall,What is cyberwarfare?,the use of technology to attack a nation through networks and computer systems,a prank message sent by one student to another,a company policy about safe passwords,a browser mode that does not save history,A,Cyberwarfare is the use of digital technology to attack another nation’s systems.,"Cyberwarfare involves the use of computers, networks, and related technology to attack or disrupt another nation. It is larger in scope and purpose than ordinary cybercrime.",Correct. Cyberwarfare is the use of digital technology to attack another nation’s systems.,"Not quite. ""a prank message sent by one student to another"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the use of technology to attack a nation through networks and computer systems"" because cyberwarfare is the use of digital technology to attack another nation’s systems.","Not quite. ""a company policy about safe passwords"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the use of technology to attack a nation through networks and computer systems"" because cyberwarfare is the use of digital technology to attack another nation’s systems.","Not quite. ""a browser mode that does not save history"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the use of technology to attack a nation through networks and computer systems"" because cyberwarfare is the use of digital technology to attack another nation’s systems.",Warfare = nation vs. nation in cyberspace.,"Review Module 7, Chapter 1, pages 9-10. Then explain cyberwarfare definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,9-10,"Module 7, Chapter 1, pages 9-10",high,educational_infographic,optional_after_answer,module7_cyberspace_basics,module7_cyberspace_basics,cyberspace_and_cybersecurity_basics_infographic.png,/assets/cap-visuals/cyberspace_and_cybersecurity_basics_infographic.png,approved,true,"Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q022,35,AD_M7_100
AD-M7-Q022,7,1,Introduction to Cyber Security,AD7-1-cyberwarfare_definition,AD7-1-cyberwarfare_definition,AD7-1-cyberwarfare_definition,multiple_choice,scenario_exam_style,medium,application,"If one nation uses digital attacks to disrupt another nation’s critical computer systems, what is the best term for that activity?",a prank message sent by one student to another,the use of technology to attack a nation through networks and computer systems,a company policy about safe passwords,a browser mode that does not save history,B,Cyberwarfare is the use of digital technology to attack another nation’s systems.,"Cyberwarfare involves the use of computers, networks, and related technology to attack or disrupt another nation. It is larger in scope and purpose than ordinary cybercrime.","Not quite. ""a prank message sent by one student to another"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the use of technology to attack a nation through networks and computer systems"" because cyberwarfare is the use of digital technology to attack another nation’s systems.",Correct. Cyberwarfare is the use of digital technology to attack another nation’s systems.,"Not quite. ""a company policy about safe passwords"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the use of technology to attack a nation through networks and computer systems"" because cyberwarfare is the use of digital technology to attack another nation’s systems.","Not quite. ""a browser mode that does not save history"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the use of technology to attack a nation through networks and computer systems"" because cyberwarfare is the use of digital technology to attack another nation’s systems.",Warfare = nation vs. nation in cyberspace.,"Review Module 7, Chapter 1, pages 9-10. Then explain cyberwarfare definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,9-10,"Module 7, Chapter 1, pages 9-10",high,educational_infographic,optional_after_answer,module7_cyberspace_basics,module7_cyberspace_basics,cyberspace_and_cybersecurity_basics_infographic.png,/assets/cap-visuals/cyberspace_and_cybersecurity_basics_infographic.png,approved,true,"Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q021,45,AD_M7_100
AD-M7-Q023,7,1,Introduction to Cyber Security,AD7-1-cyber_ethics_definition,AD7-1-cyber_ethics_definition,AD7-1-cyber_ethics_definition,multiple_choice,direct_exam_style,medium,recall,Which answer best defines cyber ethics?,a hidden tracking file stored by websites,a process for routing data across the Internet,"the moral, legal, and social principles that guide behavior when using computers",a criminal who breaks into systems for profit,C,"Cyber ethics is responsible, lawful, and respectful behavior when using technology.","Cyber ethics refers to the moral, legal, and social principles that guide behavior online and with digital tools. It includes respecting privacy, following rules, and using technology responsibly.","Not quite. ""a hidden tracking file stored by websites"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the moral, legal, and social principles that guide behavior when using computers"" because cyber ethics is responsible, lawful, and respectful behavior when using technology.","Not quite. ""a process for routing data across the Internet"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the moral, legal, and social principles that guide behavior when using computers"" because cyber ethics is responsible, lawful, and respectful behavior when using technology.","Correct. Cyber ethics is responsible, lawful, and respectful behavior when using technology.","Not quite. ""a criminal who breaks into systems for profit"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the moral, legal, and social principles that guide behavior when using computers"" because cyber ethics is responsible, lawful, and respectful behavior when using technology.",Ethics = doing right online.,"Review Module 7, Chapter 1, pages 10-12. Then explain cyber ethics definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,10-12,"Module 7, Chapter 1, pages 10-12",high,educational_infographic,optional_after_answer,module7_cyberspace_basics,module7_cyberspace_basics,cyberspace_and_cybersecurity_basics_infographic.png,/assets/cap-visuals/cyberspace_and_cybersecurity_basics_infographic.png,approved,true,"Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q024,35,AD_M7_100
AD-M7-Q024,7,1,Introduction to Cyber Security,AD7-1-cyber_ethics_definition,AD7-1-cyber_ethics_definition,AD7-1-cyber_ethics_definition,multiple_choice,scenario_exam_style,medium,application,A cadet chooses not to copy pirated software because using technology responsibly matters. Which concept does that decision reflect?,a hidden tracking file stored by websites,a process for routing data across the Internet,a criminal who breaks into systems for profit,"the moral, legal, and social principles that guide behavior when using computers",D,"Cyber ethics is responsible, lawful, and respectful behavior when using technology.","Cyber ethics refers to the moral, legal, and social principles that guide behavior online and with digital tools. It includes respecting privacy, following rules, and using technology responsibly.","Not quite. ""a hidden tracking file stored by websites"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the moral, legal, and social principles that guide behavior when using computers"" because cyber ethics is responsible, lawful, and respectful behavior when using technology.","Not quite. ""a process for routing data across the Internet"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the moral, legal, and social principles that guide behavior when using computers"" because cyber ethics is responsible, lawful, and respectful behavior when using technology.","Not quite. ""a criminal who breaks into systems for profit"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""the moral, legal, and social principles that guide behavior when using computers"" because cyber ethics is responsible, lawful, and respectful behavior when using technology.","Correct. Cyber ethics is responsible, lawful, and respectful behavior when using technology.",Ethics = doing right online.,"Review Module 7, Chapter 1, pages 10-12. Then explain cyber ethics definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,10-12,"Module 7, Chapter 1, pages 10-12",high,educational_infographic,optional_after_answer,module7_cyberspace_basics,module7_cyberspace_basics,cyberspace_and_cybersecurity_basics_infographic.png,/assets/cap-visuals/cyberspace_and_cybersecurity_basics_infographic.png,approved,true,"Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.","Cyberspace layers, devices, clients, servers, networks, and key cyber concepts.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q023,45,AD_M7_100
AD-M7-Q025,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-cyberattack_definition,AD7-2-cyberattack_definition,AD7-2-cyberattack_definition,multiple_choice,direct_exam_style,medium,recall,Which answer best defines a cyberattack?,"a malicious attempt to damage, steal from, or gain unauthorized access to a system or network",a routine software update that patches a vulnerability,a network address that identifies a device,a privacy setting that clears browsing history,A,"A cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","A cyberattack is an intentional harmful action against systems, networks, or data. It can aim to steal information, disrupt services, or gain access without permission.","Correct. A cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","Not quite. ""a routine software update that patches a vulnerability"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a malicious attempt to damage, steal from, or gain unauthorized access to a system or network"" because a cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","Not quite. ""a network address that identifies a device"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a malicious attempt to damage, steal from, or gain unauthorized access to a system or network"" because a cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","Not quite. ""a privacy setting that clears browsing history"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a malicious attempt to damage, steal from, or gain unauthorized access to a system or network"" because a cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.",Attack = harm or unauthorized access.,"Review Module 7, Chapter 2, pages 17-19. Then explain cyberattack definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,17-19,"Module 7, Chapter 2, pages 17-19",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q026,35,AD_M7_100
AD-M7-Q026,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-cyberattack_definition,AD7-2-cyberattack_definition,AD7-2-cyberattack_definition,multiple_choice,scenario_exam_style,medium,application,An unauthorized user tries to disrupt a company network and steal data. What is the best name for this kind of action?,a routine software update that patches a vulnerability,"a malicious attempt to damage, steal from, or gain unauthorized access to a system or network",a network address that identifies a device,a privacy setting that clears browsing history,B,"A cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","A cyberattack is an intentional harmful action against systems, networks, or data. It can aim to steal information, disrupt services, or gain access without permission.","Not quite. ""a routine software update that patches a vulnerability"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a malicious attempt to damage, steal from, or gain unauthorized access to a system or network"" because a cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","Correct. A cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","Not quite. ""a network address that identifies a device"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a malicious attempt to damage, steal from, or gain unauthorized access to a system or network"" because a cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.","Not quite. ""a privacy setting that clears browsing history"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a malicious attempt to damage, steal from, or gain unauthorized access to a system or network"" because a cyberattack is a malicious attempt to damage, steal, or gain unauthorized access.",Attack = harm or unauthorized access.,"Review Module 7, Chapter 2, pages 17-19. Then explain cyberattack definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,17-19,"Module 7, Chapter 2, pages 17-19",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q025,45,AD_M7_100
AD-M7-Q027,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-malware_definition,AD7-2-malware_definition,AD7-2-malware_definition,multiple_choice,direct_exam_style,medium,recall,What is malware?,a strong password created by a user,a file backup stored in the cloud,"software designed to disrupt, damage, or gain unauthorized access to a computer system",a legal notice that explains privacy rules,C,Malware is harmful software used to damage systems or gain unauthorized access.,"Malware is a broad term for malicious software such as viruses, worms, spyware, and trojans. Its purpose is to disrupt, damage, spy on, or control computer systems without permission.","Not quite. ""a strong password created by a user"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""software designed to disrupt, damage, or gain unauthorized access to a computer system"" because malware is harmful software used to damage systems or gain unauthorized access.","Not quite. ""a file backup stored in the cloud"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""software designed to disrupt, damage, or gain unauthorized access to a computer system"" because malware is harmful software used to damage systems or gain unauthorized access.",Correct. Malware is harmful software used to damage systems or gain unauthorized access.,"Not quite. ""a legal notice that explains privacy rules"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""software designed to disrupt, damage, or gain unauthorized access to a computer system"" because malware is harmful software used to damage systems or gain unauthorized access.",Malware = malicious software.,"Review Module 7, Chapter 2, pages 20-23. Then explain malware definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,20-23,"Module 7, Chapter 2, pages 20-23",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q028,35,AD_M7_100
AD-M7-Q028,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-malware_definition,AD7-2-malware_definition,AD7-2-malware_definition,multiple_choice,scenario_exam_style,medium,application,A file installs harmful software that damages data and opens backdoors for attackers. What general term best fits this software?,a strong password created by a user,a file backup stored in the cloud,a legal notice that explains privacy rules,"software designed to disrupt, damage, or gain unauthorized access to a computer system",D,Malware is harmful software used to damage systems or gain unauthorized access.,"Malware is a broad term for malicious software such as viruses, worms, spyware, and trojans. Its purpose is to disrupt, damage, spy on, or control computer systems without permission.","Not quite. ""a strong password created by a user"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""software designed to disrupt, damage, or gain unauthorized access to a computer system"" because malware is harmful software used to damage systems or gain unauthorized access.","Not quite. ""a file backup stored in the cloud"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""software designed to disrupt, damage, or gain unauthorized access to a computer system"" because malware is harmful software used to damage systems or gain unauthorized access.","Not quite. ""a legal notice that explains privacy rules"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""software designed to disrupt, damage, or gain unauthorized access to a computer system"" because malware is harmful software used to damage systems or gain unauthorized access.",Correct. Malware is harmful software used to damage systems or gain unauthorized access.,Malware = malicious software.,"Review Module 7, Chapter 2, pages 20-23. Then explain malware definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,20-23,"Module 7, Chapter 2, pages 20-23",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q027,45,AD_M7_100
AD-M7-Q029,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-virus_definition,AD7-2-virus_definition,AD7-2-virus_definition,multiple_choice,direct_exam_style,medium,recall,Which description best matches a computer virus?,malware that attaches itself to other files or programs and spreads when executed,a standalone program that spreads by itself across a network,a fake message that tricks users into giving information,a scan that looks for known weaknesses,A,A virus attaches to another file or program and spreads when that file runs.,A computer virus is malware that attaches itself to a host file or program. It spreads when the infected file is executed and can damage files or system operation.,Correct. A virus attaches to another file or program and spreads when that file runs.,"Not quite. ""a standalone program that spreads by itself across a network"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that attaches itself to other files or programs and spreads when executed"" because a virus attaches to another file or program and spreads when that file runs.","Not quite. ""a fake message that tricks users into giving information"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that attaches itself to other files or programs and spreads when executed"" because a virus attaches to another file or program and spreads when that file runs.","Not quite. ""a scan that looks for known weaknesses"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that attaches itself to other files or programs and spreads when executed"" because a virus attaches to another file or program and spreads when that file runs.",Virus rides with a host.,"Review Module 7, Chapter 2, pages 20-22. Then explain virus definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,20-22,"Module 7, Chapter 2, pages 20-22",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q030,35,AD_M7_100
AD-M7-Q030,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-virus_definition,AD7-2-virus_definition,AD7-2-virus_definition,multiple_choice,scenario_exam_style,medium,application,A harmful file hides inside a program and begins spreading when a user runs that infected program. What kind of malware is it?,a standalone program that spreads by itself across a network,malware that attaches itself to other files or programs and spreads when executed,a fake message that tricks users into giving information,a scan that looks for known weaknesses,B,A virus attaches to another file or program and spreads when that file runs.,A computer virus is malware that attaches itself to a host file or program. It spreads when the infected file is executed and can damage files or system operation.,"Not quite. ""a standalone program that spreads by itself across a network"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that attaches itself to other files or programs and spreads when executed"" because a virus attaches to another file or program and spreads when that file runs.",Correct. A virus attaches to another file or program and spreads when that file runs.,"Not quite. ""a fake message that tricks users into giving information"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that attaches itself to other files or programs and spreads when executed"" because a virus attaches to another file or program and spreads when that file runs.","Not quite. ""a scan that looks for known weaknesses"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that attaches itself to other files or programs and spreads when executed"" because a virus attaches to another file or program and spreads when that file runs.",Virus rides with a host.,"Review Module 7, Chapter 2, pages 20-22. Then explain virus definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,20-22,"Module 7, Chapter 2, pages 20-22",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q029,45,AD_M7_100
AD-M7-Q031,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-worm_definition,AD7-2-worm_definition,AD7-2-worm_definition,multiple_choice,direct_exam_style,medium,recall,Which answer best defines a computer worm?,malware disguised as legitimate software,software that secretly tracks what you do,a standalone self-replicating program that spreads across networks,an attack that floods a system with requests,C,A worm spreads by itself across networks without attaching to another file.,"A computer worm is self-replicating malware that spreads through networks on its own. Unlike a virus, it does not need to attach itself to another file or program first.","Not quite. ""malware disguised as legitimate software"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a standalone self-replicating program that spreads across networks"" because a worm spreads by itself across networks without attaching to another file.","Not quite. ""software that secretly tracks what you do"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a standalone self-replicating program that spreads across networks"" because a worm spreads by itself across networks without attaching to another file.",Correct. A worm spreads by itself across networks without attaching to another file.,"Not quite. ""an attack that floods a system with requests"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a standalone self-replicating program that spreads across networks"" because a worm spreads by itself across networks without attaching to another file.",Worm wriggles on its own.,"Review Module 7, Chapter 2, pages 20-22. Then explain worm definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,20-22,"Module 7, Chapter 2, pages 20-22",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q032,35,AD_M7_100
AD-M7-Q032,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-worm_definition,AD7-2-worm_definition,AD7-2-worm_definition,multiple_choice,scenario_exam_style,medium,application,A self-replicating program scans a network for vulnerable devices and spreads without needing a host file. What is it?,malware disguised as legitimate software,software that secretly tracks what you do,an attack that floods a system with requests,a standalone self-replicating program that spreads across networks,D,A worm spreads by itself across networks without attaching to another file.,"A computer worm is self-replicating malware that spreads through networks on its own. Unlike a virus, it does not need to attach itself to another file or program first.","Not quite. ""malware disguised as legitimate software"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a standalone self-replicating program that spreads across networks"" because a worm spreads by itself across networks without attaching to another file.","Not quite. ""software that secretly tracks what you do"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a standalone self-replicating program that spreads across networks"" because a worm spreads by itself across networks without attaching to another file.","Not quite. ""an attack that floods a system with requests"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""a standalone self-replicating program that spreads across networks"" because a worm spreads by itself across networks without attaching to another file.",Correct. A worm spreads by itself across networks without attaching to another file.,Worm wriggles on its own.,"Review Module 7, Chapter 2, pages 20-22. Then explain worm definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,20-22,"Module 7, Chapter 2, pages 20-22",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q031,45,AD_M7_100
AD-M7-Q033,7,2,Common Cyberattacks: Beware of the Attack,AD7-2-spyware_definition,AD7-2-spyware_definition,AD7-2-spyware_definition,multiple_choice,direct_exam_style,medium,recall,What is spyware?,malware that secretly collects information about a user without consent,a safe browser feature for private browsing,a fake website that demands payment to unlock files,a network device that forwards packets,A,Spyware secretly monitors activity and collects information without the user’s permission.,"Spyware is malware that secretly gathers information about a user, such as browsing habits or keystrokes. Its main purpose is surveillance or theft of information.",Correct. Spyware secretly monitors activity and collects information without the user’s permission.,"Not quite. ""a safe browser feature for private browsing"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that secretly collects information about a user without consent"" because spyware secretly monitors activity and collects information without the user’s permission.","Not quite. ""a fake website that demands payment to unlock files"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that secretly collects information about a user without consent"" because spyware secretly monitors activity and collects information without the user’s permission.","Not quite. ""a network device that forwards packets"" is related to Module 7 cyber security, but it is not the best answer here. The best answer is ""malware that secretly collects information about a user without consent"" because spyware secretly monitors activity and collects information without the user’s permission.",Spyware = software that spies.,"Review Module 7, Chapter 2, pages 22-23. Then explain spyware definition in your own words and compare it with the closest distractor.",Aerospace Dimensions Module 7: Cyber Security,22-23,"Module 7, Chapter 2, pages 22-23",high,educational_infographic,optional_after_answer,module7_common_cyberattacks,module7_common_cyberattacks,cybersecurity_attacks_and_defense_guide.png,/assets/cap-visuals/cybersecurity_attacks_and_defense_guide.png,approved,true,"Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.","Malware, phishing, social engineering, denial-of-service attacks, hacker types, and defensive ideas.",high,close,true,1.0,original_textbook_grounded,Mitchell_Aerospace_sample_style_analysis,draft,AD-M7-Q034,35,AD_M7_100
